Entity,Code,Year,Value of global merchandise exports as a share of GDP (Fouquin and Hugot; CEPII 2016; National data)
Malta,MLT,1998,50.89518
Malta,MLT,1999,50.94533
Malta,MLT,2000,61.69856
Malta,MLT,2001,58.26313
Malta,MLT,2002,60.18013
Malta,MLT,2003,58.90442
Malta,MLT,2004,58.36917
Malta,MLT,2005,53.30813
Malta,MLT,2006,62.00065
Malta,MLT,2007,61.18701
Malta,MLT,2008,72.94489
Malta,MLT,2009,58.14314
Malta,MLT,2010,76.33096
Malta,MLT,2011,68.19489
Malta,MLT,2012,72.28053
Malta,MLT,2013,66.48967
Netherlands,NLD,1831,7.29356
Netherlands,NLD,1832,8.12591
Netherlands,NLD,1833,8.79496
Netherlands,NLD,1834,10.52163
Netherlands,NLD,1835,12.40733
Netherlands,NLD,1836,12.2803
Netherlands,NLD,1837,12.67823
Netherlands,NLD,1838,12.13492
Netherlands,NLD,1839,13.49272
Netherlands,NLD,1840,15.03949
Netherlands,NLD,1841,14.91189
Netherlands,NLD,1842,13.72251
Netherlands,NLD,1843,14.4468
Netherlands,NLD,1844,14.70315
Netherlands,NLD,1845,16.86923
Netherlands,NLD,1846,19.22584
Netherlands,NLD,1847,18.56594
Netherlands,NLD,1848,22.21426
Netherlands,NLD,1849,22.84552
Netherlands,NLD,1850,24.55411
Netherlands,NLD,1851,25.11729
Netherlands,NLD,1852,25.92141
Netherlands,NLD,1853,25.05631
Netherlands,NLD,1854,27.38968
Netherlands,NLD,1855,30.94743
Netherlands,NLD,1856,29.54145
Netherlands,NLD,1857,30.65493
Netherlands,NLD,1858,33.01741
Netherlands,NLD,1859,36.72983
Netherlands,NLD,1860,34.4976
Netherlands,NLD,1861,36.98334
Netherlands,NLD,1862,30.80812
Netherlands,NLD,1863,34.59697
Netherlands,NLD,1864,39.45643
Netherlands,NLD,1865,39.79223
Netherlands,NLD,1866,37.13549
Netherlands,NLD,1867,38.76176
Netherlands,NLD,1868,41.94351
Netherlands,NLD,1869,42.71038
Netherlands,NLD,1870,42.87769
Netherlands,NLD,1871,47.3702
Netherlands,NLD,1872,44.33894
Netherlands,NLD,1873,43.57623
Netherlands,NLD,1874,44.24311
Netherlands,NLD,1875,48.3
Netherlands,NLD,1876,47.6455
Netherlands,NLD,1877,46.98971
Netherlands,NLD,1878,51.49879
Netherlands,NLD,1879,56.06317
Netherlands,NLD,1880,56.20327
Netherlands,NLD,1881,60.87161
Netherlands,NLD,1882,63.14956
Netherlands,NLD,1883,58.48152
Netherlands,NLD,1884,72.631
Netherlands,NLD,1885,80.28616
Netherlands,NLD,1886,86.76267
Netherlands,NLD,1887,86.90572
Netherlands,NLD,1888,94.6067
Netherlands,NLD,1889,88.43108
Netherlands,NLD,1890,87.63751
Netherlands,NLD,1891,90.54643
Netherlands,NLD,1892,94.19389
Netherlands,NLD,1893,94.14438
Netherlands,NLD,1894,90.66823
Netherlands,NLD,1895,97.4084
Netherlands,NLD,1896,104.52414
Netherlands,NLD,1897,114.81386
Netherlands,NLD,1898,111.32443
Netherlands,NLD,1899,113.54688
Netherlands,NLD,1900,115.58934
Netherlands,NLD,1901,115.51811
Netherlands,NLD,1902,119.26855
Netherlands,NLD,1903,124.92046
Netherlands,NLD,1904,120.91367
Netherlands,NLD,1905,116.52841
Netherlands,NLD,1906,114.31863
Netherlands,NLD,1907,122.10941
Netherlands,NLD,1908,122.65746
Netherlands,NLD,1909,130.5491
Netherlands,NLD,1910,131.58565
Netherlands,NLD,1911,124.09042
Netherlands,NLD,1912,134.7682
Netherlands,NLD,1913,127.69211
Netherlands,NLD,1914,102.50588
Netherlands,NLD,1915,61.06844
Netherlands,NLD,1916,40.03573
Netherlands,NLD,1917,23.30261
Netherlands,NLD,1918,10.22801
Netherlands,NLD,1919,37.22531
Netherlands,NLD,1920,28.70238
Netherlands,NLD,1921,23.64639
Netherlands,NLD,1922,22.11174
Netherlands,NLD,1923,24.48282
Netherlands,NLD,1924,29.66518
Netherlands,NLD,1925,31.53144
Netherlands,NLD,1926,29.90553
Netherlands,NLD,1927,31.49388
Netherlands,NLD,1928,31.48675
Netherlands,NLD,1929,30.65852
Netherlands,NLD,1930,27.51088
Netherlands,NLD,1931,22.71933
Netherlands,NLD,1932,16.16908
Netherlands,NLD,1933,14.33202
Netherlands,NLD,1934,14.35374
Netherlands,NLD,1935,13.81699
Netherlands,NLD,1936,15.05802
Netherlands,NLD,1937,21.22592
Netherlands,NLD,1938,18.87316
Netherlands,NLD,1939,15.94136
Netherlands,NLD,1946,7.54547
Netherlands,NLD,1947,14.58558
Netherlands,NLD,1948,20.58504
Netherlands,NLD,1949,21.82265
Netherlands,NLD,1950,28.34945
Netherlands,NLD,1951,33.94899
Netherlands,NLD,1952,35.69231
Netherlands,NLD,1953,32.77263
Netherlands,NLD,1954,33.00618
Netherlands,NLD,1955,34.05676
Netherlands,NLD,1956,34.59596
Netherlands,NLD,1957,33.579
Netherlands,NLD,1958,33.59001
Netherlands,NLD,1959,35.14779
Netherlands,NLD,1960,32.78711
Netherlands,NLD,1961,31.56849
Netherlands,NLD,1962,31.10591
Netherlands,NLD,1963,31.56173
Netherlands,NLD,1964,30.84541
Netherlands,NLD,1965,30.2922
Netherlands,NLD,1966,29.93999
Netherlands,NLD,1967,29.18075
Netherlands,NLD,1968,29.98043
Netherlands,NLD,1969,31.62437
Netherlands,NLD,1970,31.22013
Netherlands,NLD,1971,31.75176
Netherlands,NLD,1972,31.0926
Netherlands,NLD,1973,33.94548
Netherlands,NLD,1974,38.34652
Netherlands,NLD,1975,35.40718
Netherlands,NLD,1976,37.23661
Netherlands,NLD,1977,34.98779
Netherlands,NLD,1978,32.58566
Netherlands,NLD,1979,35.91337
Netherlands,NLD,1980,38.37946
Netherlands,NLD,1981,42.98369
Netherlands,NLD,1982,43.14786
Netherlands,NLD,1983,44.30942
Netherlands,NLD,1984,48.58372
Netherlands,NLD,1985,50.11153
Netherlands,NLD,1986,40.79706
Netherlands,NLD,1987,39.01977
Netherlands,NLD,1988,41.24977
Netherlands,NLD,1989,44.43926
Netherlands,NLD,1990,43.20078
Netherlands,NLD,1991,43.01599
Netherlands,NLD,1992,40.63801
Netherlands,NLD,1993,36.73814
Netherlands,NLD,1994,39.04203
Netherlands,NLD,1995,39.72105
Netherlands,NLD,1996,39.81382
Netherlands,NLD,1997,41.8902
Netherlands,NLD,1998,40.91735
Netherlands,NLD,1999,49.81116
Netherlands,NLD,2000,55.65697
Netherlands,NLD,2001,54.12806
Netherlands,NLD,2002,52.26026
Netherlands,NLD,2003,51.75415
Netherlands,NLD,2004,54.95296
Netherlands,NLD,2005,59.83888
Netherlands,NLD,2006,63.83604
Netherlands,NLD,2007,65.72613
Netherlands,NLD,2008,68.21221
Netherlands,NLD,2009,58.10351
Netherlands,NLD,2010,67.99175
Netherlands,NLD,2011,73.33633
Netherlands,NLD,2012,77.36758
Netherlands,NLD,2013,76.31804
Netherlands,NLD,2014,74.74475
Poland,POL,1949,11.62745
Poland,POL,1950,9.56119
Poland,POL,1951,10.43915
Poland,POL,1952,9.11764
Poland,POL,1953,6.45148
Poland,POL,1954,6.50952
Poland,POL,1955,8.12562
Poland,POL,1956,7.70142
Poland,POL,1957,6.44169
Poland,POL,1958,6.50741
Poland,POL,1959,6.62977
Poland,POL,1960,6.86478
Poland,POL,1961,7.11649
Poland,POL,1962,7.51061
Poland,POL,1963,7.47845
Poland,POL,1964,8.20067
Poland,POL,1965,8.151
Poland,POL,1966,7.78696
Poland,POL,1967,8.11023
Poland,POL,1968,8.30645
Poland,POL,1969,8.77342
Poland,POL,1970,9.20498
Poland,POL,1971,8.80448
Poland,POL,1972,10.07232
Poland,POL,1973,10.76435
Poland,POL,1974,18.55901
Poland,POL,1975,20.43808
Poland,POL,1976,18.65025
Poland,POL,1977,19.05584
Poland,POL,1978,20.00936
Poland,POL,1979,22.81201
Poland,POL,1980,29.92817
Poland,POL,1981,24.65446
Poland,POL,1982,17.17035
Poland,POL,1983,15.32922
Poland,POL,1984,15.86424
Poland,POL,1985,17.06333
Poland,POL,1986,16.79396
Poland,POL,1987,20.58504
Poland,POL,1988,22.31785
Poland,POL,1989,18.53898
Poland,POL,1990,25.23009
Poland,POL,1991,17.80113
Poland,POL,1992,16.79674
Poland,POL,1993,15.70953
Poland,POL,1994,16.32815
Poland,POL,1995,16.78212
Poland,POL,1996,15.56393
Poland,POL,1997,16.34653
Poland,POL,1998,16.29416
Poland,POL,1999,16.29244
Poland,POL,2000,18.41091
Poland,POL,2001,18.94387
Poland,POL,2002,20.64071
Poland,POL,2003,24.63158
Poland,POL,2004,29.10173
Poland,POL,2005,29.32212
Poland,POL,2006,32.30657
Poland,POL,2007,32.74933
Poland,POL,2008,32.26571
Poland,POL,2009,31.33801
Poland,POL,2010,32.29388
Poland,POL,2011,34.48184
Poland,POL,2012,35.89024
Poland,POL,2013,37.58107
Poland,POL,2014,38.31062
Portugal,PRT,1827,5.74442
Portugal,PRT,1828,5.1206
Portugal,PRT,1829,4.6801
Portugal,PRT,1830,4.8636
Portugal,PRT,1831,3.89385
Portugal,PRT,1837,6.36072
Portugal,PRT,1842,3.80553
Portugal,PRT,1843,4.13423
Portugal,PRT,1844,3.8653
Portugal,PRT,1845,3.76348
Portugal,PRT,1846,4.47791
Portugal,PRT,1847,3.88091
Portugal,PRT,1848,4.61563
Portugal,PRT,1849,4.18212
Portugal,PRT,1850,4.8033
Portugal,PRT,1851,3.13726
Portugal,PRT,1855,3.8961
Portugal,PRT,1856,4.62963
Portugal,PRT,1857,4.47519
Portugal,PRT,1858,4.34925
Portugal,PRT,1859,4.22881
Portugal,PRT,1860,4.09304
Portugal,PRT,1861,3.82514
Portugal,PRT,1862,3.71563
Portugal,PRT,1863,3.67634
Portugal,PRT,1864,3.6156
Portugal,PRT,1865,3.7296
Portugal,PRT,1866,4.09639
Portugal,PRT,1867,3.72093
Portugal,PRT,1868,3.62812
Portugal,PRT,1869,3.73626
Portugal,PRT,1870,4.25532
Portugal,PRT,1871,4.47761
Portugal,PRT,1872,4.62777
Portugal,PRT,1873,4.54545
Portugal,PRT,1874,4.08526
Portugal,PRT,1875,4.03361
Portugal,PRT,1876,3.50584
Portugal,PRT,1877,3.75204
Portugal,PRT,1878,2.94118
Portugal,PRT,1879,3.02013
Portugal,PRT,1880,4.11184
Portugal,PRT,1881,3.3123
Portugal,PRT,1882,3.53846
Portugal,PRT,1883,3.54391
Portugal,PRT,1884,3.39233
Portugal,PRT,1885,3.28571
Portugal,PRT,1886,3.52782
Portugal,PRT,1887,2.78515
Portugal,PRT,1888,2.88221
Portugal,PRT,1889,2.82903
Portugal,PRT,1890,2.71605
Portugal,PRT,1891,2.5894
Portugal,PRT,1892,2.97265
Portugal,PRT,1893,2.67442
Portugal,PRT,1894,2.72727
Portugal,PRT,1895,2.90011
Portugal,PRT,1896,2.72823
Portugal,PRT,1897,2.85412
Portugal,PRT,1898,3.24459
Portugal,PRT,1899,2.91537
Portugal,PRT,1900,3.03538
Portugal,PRT,1901,2.84523
Portugal,PRT,1902,2.8492
Portugal,PRT,1903,2.96256
Portugal,PRT,1904,2.91658
Portugal,PRT,1905,2.73551
Portugal,PRT,1906,2.86449
Portugal,PRT,1907,2.73723
Portugal,PRT,1908,2.53367
Portugal,PRT,1909,2.7159
Portugal,PRT,1910,3.10644
Portugal,PRT,1911,3.0066
Portugal,PRT,1912,2.88136
Portugal,PRT,1913,2.91866
Portugal,PRT,1914,2.40443
Portugal,PRT,1915,2.78397
Portugal,PRT,1916,4.05029
Portugal,PRT,1917,3.85665
Portugal,PRT,1918,4.80389
Portugal,PRT,1919,4.80388
Portugal,PRT,1920,7.12249
Portugal,PRT,1921,5.80131
Portugal,PRT,1922,7.237
Portugal,PRT,1923,7.35838
Portugal,PRT,1924,7.8186
Portugal,PRT,1925,6.40863
Portugal,PRT,1926,5.18449
Portugal,PRT,1927,4.70914
Portugal,PRT,1928,5.64088
Portugal,PRT,1929,5.28585
Portugal,PRT,1930,4.75562
Portugal,PRT,1931,4.22974
Portugal,PRT,1932,4.05875
Portugal,PRT,1933,4.03405
Portugal,PRT,1934,4.40034
Portugal,PRT,1935,4.42185
Portugal,PRT,1936,4.81081
Portugal,PRT,1937,5.39085
Portugal,PRT,1938,4.92149
Portugal,PRT,1939,5.70597
Portugal,PRT,1940,6.61946
Portugal,PRT,1941,10.23966
Portugal,PRT,1942,11.54872
Portugal,PRT,1943,11.12095
Portugal,PRT,1944,8.98808
Portugal,PRT,1945,8.90617
Portugal,PRT,1946,10.84443
Portugal,PRT,1947,9.17736
Portugal,PRT,1948,10.30033
Portugal,PRT,1949,8.63029
Portugal,PRT,1950,10.75302
Portugal,PRT,1951,13.87679
Portugal,PRT,1952,12.85122
Portugal,PRT,1953,11.32251
Portugal,PRT,1954,11.91284
Portugal,PRT,1955,13.23395
Portugal,PRT,1956,13.043
Portugal,PRT,1957,12.23182
Portugal,PRT,1958,11.45665
Portugal,PRT,1959,11.17679
Portugal,PRT,1960,11.59558
Portugal,PRT,1961,11.10455
Portugal,PRT,1962,11.46823
Portugal,PRT,1963,12.05218
Portugal,PRT,1964,12.75005
Portugal,PRT,1965,13.15707
Portugal,PRT,1966,13.09231
Portugal,PRT,1967,12.80949
Portugal,PRT,1968,12.96119
Portugal,PRT,1969,12.86637
Portugal,PRT,1970,12.67088
Portugal,PRT,1971,12.39641
Portugal,PRT,1972,12.06327
Portugal,PRT,1973,12.89966
Portugal,PRT,1974,13.56348
Portugal,PRT,1975,10.52912
Portugal,PRT,1976,8.97548
Portugal,PRT,1977,9.57545
Portugal,PRT,1978,10.29761
Portugal,PRT,1979,13.65518
Portugal,PRT,1980,14.09545
Portugal,PRT,1981,13.20202
Portugal,PRT,1982,13.93819
Portugal,PRT,1983,16.9801
Portugal,PRT,1984,21.19799
Portugal,PRT,1985,21.76582
Portugal,PRT,1986,19.97532
Portugal,PRT,1987,20.2039
Portugal,PRT,1988,20.03761
Portugal,PRT,1989,21.88124
Portugal,PRT,1990,21.83906
Portugal,PRT,1991,19.2872
Portugal,PRT,1992,17.47261
Portugal,PRT,1993,16.32209
Portugal,PRT,1994,18.11081
Portugal,PRT,1995,19.61736
Portugal,PRT,1996,19.43997
Portugal,PRT,1997,20.34786
Portugal,PRT,1998,19.50255
Portugal,PRT,1999,19.2536
Portugal,PRT,2000,21.31521
Portugal,PRT,2001,21.88407
Portugal,PRT,2002,20.05275
Portugal,PRT,2003,20.90577
Portugal,PRT,2004,20.82287
Portugal,PRT,2005,19.62469
Portugal,PRT,2006,21.46941
Portugal,PRT,2007,21.85587
Portugal,PRT,2008,21.89761
Portugal,PRT,2009,18.15482
Portugal,PRT,2010,20.60359
Portugal,PRT,2011,24.16393
Portugal,PRT,2012,26.66598
Portugal,PRT,2013,27.54613
Portugal,PRT,2014,27.60749
Romania,ROU,1949,0.55097
Romania,ROU,1950,0.26433
Romania,ROU,1951,0.45813
Romania,ROU,1952,0.42517
Romania,ROU,1953,0.73773
Romania,ROU,1954,0.93267
Romania,ROU,1955,4.44253
Romania,ROU,1956,4.26725
Romania,ROU,1957,3.60493
Romania,ROU,1958,4.04794
Romania,ROU,1959,4.3045
Romania,ROU,1960,5.62599
Romania,ROU,1961,5.96286
Romania,ROU,1962,5.90652
Romania,ROU,1963,6.34644
Romania,ROU,1964,6.72251
Romania,ROU,1965,7.13584
Romania,ROU,1966,7.38373
Romania,ROU,1967,8.31589
Romania,ROU,1968,8.12965
Romania,ROU,1969,8.10485
Romania,ROU,1970,7.53293
Romania,ROU,1971,8.17919
Romania,ROU,1972,9.69553
Romania,ROU,1973,13.19571
Romania,ROU,1974,16.63476
Romania,ROU,1975,17.54451
Romania,ROU,1976,19.7342
Romania,ROU,1977,21.28495
Romania,ROU,1978,21.1225
Romania,ROU,1979,23.68432
Romania,ROU,1980,28.35572
Romania,ROU,1981,25.77012
Romania,ROU,1982,24.15093
Romania,ROU,1983,23.14717
Romania,ROU,1984,22.19023
Romania,ROU,1985,22.58814
Romania,ROU,1986,19.96985
Romania,ROU,1987,29.22041
Romania,ROU,1988,29.60901
Romania,ROU,1989,26.75462
Romania,ROU,1990,15.44293
Romania,ROU,1991,16.31961
Romania,ROU,1992,19.04981
Romania,ROU,1993,20.02884
Romania,ROU,1994,23.56935
Romania,ROU,1995,24.32748
Romania,ROU,1996,24.27524
Romania,ROU,1997,25.59585
Romania,ROU,1998,21.31278
Romania,ROU,1999,25.41569
Romania,ROU,2000,29.01271
Romania,ROU,2001,30.21166
Romania,ROU,2002,31.69958
Romania,ROU,2003,31.40123
Romania,ROU,2004,32.74779
Romania,ROU,2005,28.77377
Romania,ROU,2006,26.74342
Romania,ROU,2007,23.64433
Romania,ROU,2008,23.8729
Romania,ROU,2009,24.29326
Romania,ROU,2010,28.87116
Romania,ROU,2011,33.48912
Romania,ROU,2012,33.2002
Romania,ROU,2013,33.67425
Romania,ROU,2014,34.4442
Slovakia,SVK,1992,41.18256
Slovakia,SVK,1993,33.21312
Slovakia,SVK,1994,33.32916
Slovakia,SVK,1995,35.61349
Slovakia,SVK,1996,33.65379
Slovakia,SVK,1997,34.85867
Slovakia,SVK,1998,36.33515
Slovakia,SVK,1999,34.81763
Slovakia,SVK,2000,40.78259
Slovakia,SVK,2001,41.1852
Slovakia,SVK,2002,42.89101
Slovakia,SVK,2003,47.78781
Slovakia,SVK,2004,47.53418
Slovakia,SVK,2005,50.87607
Slovakia,SVK,2006,59.62085
Slovakia,SVK,2007,68.16341
Slovakia,SVK,2008,71.18571
Slovakia,SVK,2009,63.43818
Slovakia,SVK,2010,68.80207
Slovakia,SVK,2011,76.77202
Slovakia,SVK,2012,81.99251
Slovakia,SVK,2013,82.13598
Slovakia,SVK,2014,81.70938
Slovenia,SVN,1995,39.43704
Slovenia,SVN,1996,38.69595
Slovenia,SVN,1997,40.35015
Slovenia,SVN,1998,40.8326
Slovenia,SVN,1999,38.37599
Slovenia,SVN,2000,44.86675
Slovenia,SVN,2001,46.17897
Slovenia,SVN,2002,46.57635
Slovenia,SVN,2003,46.30745
Slovenia,SVN,2004,45.6029
Slovenia,SVN,2005,52.86438
Slovenia,SVN,2006,58.73714
Slovenia,SVN,2007,62.63678
Slovenia,SVN,2008,61.59469
Slovenia,SVN,2009,52.11645
Slovenia,SVN,2010,60.66174
Slovenia,SVN,2011,67.51788
Slovenia,SVN,2012,69.43295
Slovenia,SVN,2013,71.06353
Slovenia,SVN,2014,72.78881
Spain,ESP,1827,3.17548
Spain,ESP,1828,3.25207
Spain,ESP,1829,3.9946
Spain,ESP,1830,3.14041
Spain,ESP,1831,3.57235
Spain,ESP,1832,1.94299
Spain,ESP,1833,3.46901
Spain,ESP,1834,3.19288
Spain,ESP,1835,2.71572
Spain,ESP,1836,2.90355
Spain,ESP,1837,2.35567
Spain,ESP,1838,1.96179
Spain,ESP,1839,2.94529
Spain,ESP,1840,3.23799
Spain,ESP,1841,2.92188
Spain,ESP,1842,2.83704
Spain,ESP,1843,2.64904
Spain,ESP,1844,2.87077
Spain,ESP,1845,3.41497
Spain,ESP,1846,3.63603
Spain,ESP,1847,2.96385
Spain,ESP,1848,2.68092
Spain,ESP,1849,2.66463
Spain,ESP,1850,2.82417
Spain,ESP,1851,2.77934
Spain,ESP,1852,3.14352
Spain,ESP,1853,3.88442
Spain,ESP,1854,4.54849
Spain,ESP,1855,5.35031
Spain,ESP,1856,4.60693
Spain,ESP,1857,5.27812
Spain,ESP,1858,4.56522
Spain,ESP,1859,4.44458
Spain,ESP,1860,4.377
Spain,ESP,1861,5.1106
Spain,ESP,1862,4.30588
Spain,ESP,1863,4.49524
Spain,ESP,1864,4.88151
Spain,ESP,1865,4.22549
Spain,ESP,1866,4.47075
Spain,ESP,1867,5.38938
Spain,ESP,1868,6.52982
Spain,ESP,1869,7.88754
Spain,ESP,1870,5.64113
Spain,ESP,1871,6.85624
Spain,ESP,1872,6.75504
Spain,ESP,1873,7.46756
Spain,ESP,1874,6.52333
Spain,ESP,1875,6.9911
Spain,ESP,1876,5.65352
Spain,ESP,1877,6.45605
Spain,ESP,1878,6.14183
Spain,ESP,1879,6.40186
Spain,ESP,1880,8.18343
Spain,ESP,1881,8.02281
Spain,ESP,1882,7.67944
Spain,ESP,1883,8.2521
Spain,ESP,1884,6.46862
Spain,ESP,1885,7.94401
Spain,ESP,1886,8.38673
Spain,ESP,1887,8.44898
Spain,ESP,1888,8.68007
Spain,ESP,1889,9.77353
Spain,ESP,1890,9.91503
Spain,ESP,1891,10.67449
Spain,ESP,1892,11.17308
Spain,ESP,1893,10.41625
Spain,ESP,1894,10.6144
Spain,ESP,1895,10.649
Spain,ESP,1896,15.13158
Spain,ESP,1897,15.73568
Spain,ESP,1898,15.07221
Spain,ESP,1899,11.20011
Spain,ESP,1900,11.91687
Spain,ESP,1901,10.7461
Spain,ESP,1902,11.14557
Spain,ESP,1903,10.68549
Spain,ESP,1904,10.65834
Spain,ESP,1905,11.27839
Spain,ESP,1906,11.534
Spain,ESP,1907,11.17029
Spain,ESP,1908,9.75353
Spain,ESP,1909,9.31763
Spain,ESP,1910,10.73564
Spain,ESP,1911,11.06353
Spain,ESP,1912,11.7539
Spain,ESP,1913,11.25887
Spain,ESP,1914,7.18338
Spain,ESP,1915,8.46618
Spain,ESP,1916,7.9229
Spain,ESP,1917,7.02886
Spain,ESP,1918,4.45457
Spain,ESP,1919,5.62468
Spain,ESP,1920,4.50368
Spain,ESP,1921,7.55983
Spain,ESP,1922,5.55407
Spain,ESP,1923,6.6043
Spain,ESP,1924,8.59252
Spain,ESP,1925,6.6638
Spain,ESP,1926,6.65929
Spain,ESP,1927,6.37431
Spain,ESP,1928,7.53998
Spain,ESP,1929,7.90283
Spain,ESP,1930,10.93396
Spain,ESP,1931,5.65633
Spain,ESP,1932,5.1437
Spain,ESP,1933,4.69401
Spain,ESP,1934,4.01398
Spain,ESP,1935,3.72905
Spain,ESP,1936,4.6649
Spain,ESP,1937,4.58364
Spain,ESP,1938,3.84613
Spain,ESP,1939,1.83403
Spain,ESP,1940,2.70966
Spain,ESP,1941,3.23992
Spain,ESP,1942,3.25478
Spain,ESP,1943,4.21036
Spain,ESP,1944,3.97116
Spain,ESP,1945,3.68404
Spain,ESP,1946,2.6897
Spain,ESP,1947,2.66959
Spain,ESP,1948,7.22592
Spain,ESP,1949,10.30118
Spain,ESP,1950,8.89648
Spain,ESP,1951,8.21432
Spain,ESP,1952,6.75151
Spain,ESP,1953,7.16337
Spain,ESP,1954,6.36493
Spain,ESP,1955,6.36435
Spain,ESP,1956,5.32031
Spain,ESP,1957,4.74482
Spain,ESP,1958,4.25607
Spain,ESP,1959,4.92
Spain,ESP,1960,7.18074
Spain,ESP,1961,6.54942
Spain,ESP,1962,5.59351
Spain,ESP,1963,4.79774
Spain,ESP,1964,5.13907
Spain,ESP,1965,4.56712
Spain,ESP,1966,4.50563
Spain,ESP,1967,4.75832
Spain,ESP,1968,5.4904
Spain,ESP,1969,5.65296
Spain,ESP,1970,5.96126
Spain,ESP,1971,6.45505
Spain,ESP,1972,6.50888
Spain,ESP,1973,6.92877
Spain,ESP,1974,7.31926
Spain,ESP,1975,6.70269
Spain,ESP,1976,7.49405
Spain,ESP,1977,8.35901
Spain,ESP,1978,8.6142
Spain,ESP,1979,8.50761
Spain,ESP,1980,8.92534
Spain,ESP,1981,10.69123
Spain,ESP,1982,10.79684
Spain,ESP,1983,12.43072
Spain,ESP,1984,13.72601
Spain,ESP,1985,13.69915
Spain,ESP,1986,11.21202
Spain,ESP,1987,10.81148
Spain,ESP,1988,10.74659
Spain,ESP,1989,10.55633
Spain,ESP,1990,10.40474
Spain,ESP,1991,10.47716
Spain,ESP,1992,10.17884
Spain,ESP,1993,11.97377
Spain,ESP,1994,13.84984
Spain,ESP,1995,14.94054
Spain,ESP,1996,15.92126
Spain,ESP,1997,17.69125
Spain,ESP,1998,17.40789
Spain,ESP,1999,17.05434
Spain,ESP,2000,18.34282
Spain,ESP,2001,17.40579
Spain,ESP,2002,16.76575
Spain,ESP,2003,17.13662
Spain,ESP,2004,16.98846
Spain,ESP,2005,16.58947
Spain,ESP,2006,16.81577
Spain,ESP,2007,17.08778
Spain,ESP,2008,17.18599
Spain,ESP,2009,15.08891
Spain,ESP,2010,17.46237
Spain,ESP,2011,20.17367
Spain,ESP,2012,21.58541
Spain,ESP,2013,22.4789
Spain,ESP,2014,22.93965
Sweden,SWE,1827,8.76402
Sweden,SWE,1828,9.31672
Sweden,SWE,1829,8.2511
Sweden,SWE,1830,7.9596
Sweden,SWE,1831,8.09048
Sweden,SWE,1832,7.46266
Sweden,SWE,1833,8.29746
Sweden,SWE,1834,8.64401
Sweden,SWE,1835,9.23914
Sweden,SWE,1836,9.37301
Sweden,SWE,1837,8.17605
Sweden,SWE,1838,9.09684
Sweden,SWE,1839,9.81959
Sweden,SWE,1840,9.60075
Sweden,SWE,1841,10.26242
Sweden,SWE,1842,8.41971
Sweden,SWE,1843,8.01585
Sweden,SWE,1844,10.71346
Sweden,SWE,1845,11.82521
Sweden,SWE,1846,11.18843
Sweden,SWE,1847,11.85206
Sweden,SWE,1848,8.63594
Sweden,SWE,1849,9.96205
Sweden,SWE,1850,9.54756
Sweden,SWE,1851,10.35721
Sweden,SWE,1852,9.73647
Sweden,SWE,1853,12.02806
Sweden,SWE,1854,13.10438
Sweden,SWE,1855,13.47949
Sweden,SWE,1856,11.2692
Sweden,SWE,1857,11.29537
Sweden,SWE,1858,10.34074
Sweden,SWE,1859,13.14271
Sweden,SWE,1860,13.45277
Sweden,SWE,1861,12.02547
Sweden,SWE,1862,12.00809
Sweden,SWE,1863,12.9487
Sweden,SWE,1864,13.62626
Sweden,SWE,1865,15.92035
Sweden,SWE,1866,16.07955
Sweden,SWE,1867,17.37515
Sweden,SWE,1868,17.10008
Sweden,SWE,1869,16.99391
Sweden,SWE,1870,18.98705
Sweden,SWE,1871,20.35819
Sweden,SWE,1872,22.16769
Sweden,SWE,1873,20.6959
Sweden,SWE,1874,20.90762
Sweden,SWE,1875,19.25557
Sweden,SWE,1876,20.44396
Sweden,SWE,1877,19.94923
Sweden,SWE,1878,18.45363
Sweden,SWE,1879,18.92702
Sweden,SWE,1880,17.49024
Sweden,SWE,1881,16.22064
Sweden,SWE,1882,22.80571
Sweden,SWE,1883,22.97772
Sweden,SWE,1884,21.10246
Sweden,SWE,1885,17.71734
Sweden,SWE,1886,17.44828
Sweden,SWE,1887,19.78172
Sweden,SWE,1888,25.60091
Sweden,SWE,1889,21.41412
Sweden,SWE,1890,20.60839
Sweden,SWE,1891,20.83052
Sweden,SWE,1892,21.48076
Sweden,SWE,1893,21.65383
Sweden,SWE,1894,20.00168
Sweden,SWE,1895,19.59937
Sweden,SWE,1896,20.25494
Sweden,SWE,1897,19.83361
Sweden,SWE,1898,17.75136
Sweden,SWE,1899,17.05643
Sweden,SWE,1900,18.07547
Sweden,SWE,1901,16.78563
Sweden,SWE,1902,18.8008
Sweden,SWE,1903,19.47141
Sweden,SWE,1904,17.94567
Sweden,SWE,1905,18.99628
Sweden,SWE,1906,19.05118
Sweden,SWE,1907,18.30644
Sweden,SWE,1908,16.58127
Sweden,SWE,1909,16.46293
Sweden,SWE,1910,19.16793
Sweden,SWE,1911,21.05252
Sweden,SWE,1912,22.62628
Sweden,SWE,1913,22.64747
Sweden,SWE,1914,20.68993
Sweden,SWE,1915,30.47845
Sweden,SWE,1916,28.63619
Sweden,SWE,1917,21.47599
Sweden,SWE,1918,15.76687
Sweden,SWE,1919,15.4814
Sweden,SWE,1920,19.83368
Sweden,SWE,1921,13.03481
Sweden,SWE,1922,16.26548
Sweden,SWE,1923,16.1199
Sweden,SWE,1924,17.20968
