Entity,Code,Year,freeassoc_vdem_owid,freeassoc_vdem_high_owid,freeassoc_vdem_low_owid
Estonia,EST,1872,0.076,0.126,0.044
Estonia,EST,1873,0.076,0.126,0.044
Estonia,EST,1874,0.076,0.126,0.044
Estonia,EST,1875,0.076,0.126,0.044
Estonia,EST,1876,0.076,0.126,0.044
Estonia,EST,1877,0.076,0.126,0.044
Estonia,EST,1878,0.076,0.126,0.044
Estonia,EST,1879,0.076,0.126,0.044
Estonia,EST,1880,0.076,0.126,0.044
Estonia,EST,1881,0.076,0.126,0.044
Estonia,EST,1882,0.076,0.126,0.044
Estonia,EST,1883,0.076,0.126,0.044
Estonia,EST,1884,0.076,0.126,0.044
Estonia,EST,1885,0.076,0.126,0.044
Estonia,EST,1886,0.076,0.126,0.044
Estonia,EST,1887,0.076,0.126,0.044
Estonia,EST,1888,0.076,0.126,0.044
Estonia,EST,1889,0.076,0.126,0.044
Estonia,EST,1890,0.076,0.126,0.044
Estonia,EST,1891,0.076,0.126,0.044
Estonia,EST,1892,0.076,0.126,0.044
Estonia,EST,1893,0.092,0.15,0.054
Estonia,EST,1894,0.092,0.15,0.054
Estonia,EST,1895,0.092,0.15,0.054
Estonia,EST,1896,0.092,0.15,0.054
Estonia,EST,1897,0.092,0.15,0.054
Estonia,EST,1898,0.066,0.115,0.036
Estonia,EST,1899,0.066,0.115,0.036
Estonia,EST,1900,0.175,0.26,0.116
Estonia,EST,1901,0.175,0.26,0.116
Estonia,EST,1902,0.175,0.26,0.116
Estonia,EST,1903,0.175,0.26,0.116
Estonia,EST,1904,0.182,0.267,0.118
Estonia,EST,1905,0.285,0.391,0.204
Estonia,EST,1906,0.374,0.472,0.262
Estonia,EST,1907,0.374,0.472,0.262
Estonia,EST,1908,0.369,0.487,0.28
Estonia,EST,1909,0.369,0.487,0.28
Estonia,EST,1910,0.369,0.487,0.28
Estonia,EST,1911,0.369,0.487,0.28
Estonia,EST,1912,0.369,0.487,0.28
Estonia,EST,1913,0.369,0.487,0.28
Estonia,EST,1914,0.371,0.478,0.276
Estonia,EST,1915,0.371,0.478,0.276
Estonia,EST,1916,0.371,0.478,0.276
Estonia,EST,1917,0.341,0.443,0.243
Estonia,EST,1918,0.695,0.798,0.591
Estonia,EST,1919,0.756,0.835,0.645
Estonia,EST,1920,0.785,0.871,0.702
Estonia,EST,1921,0.848,0.903,0.751
Estonia,EST,1922,0.823,0.891,0.735
Estonia,EST,1923,0.824,0.892,0.739
Estonia,EST,1924,0.806,0.877,0.712
Estonia,EST,1925,0.793,0.87,0.694
Estonia,EST,1926,0.797,0.877,0.707
Estonia,EST,1927,0.795,0.876,0.705
Estonia,EST,1928,0.795,0.876,0.705
Estonia,EST,1929,0.795,0.875,0.706
Estonia,EST,1930,0.794,0.874,0.706
Estonia,EST,1931,0.794,0.874,0.706
Estonia,EST,1932,0.755,0.836,0.647
Estonia,EST,1933,0.726,0.825,0.63
Estonia,EST,1934,0.46,0.551,0.329
Estonia,EST,1935,0.12,0.186,0.069
Estonia,EST,1936,0.12,0.187,0.069
Estonia,EST,1937,0.129,0.201,0.076
Estonia,EST,1938,0.155,0.235,0.095
Estonia,EST,1939,0.157,0.237,0.097
Estonia,EST,1940,0.024,0.047,0.013
Estonia,EST,1941,0.024,0.047,0.013
Estonia,EST,1942,0.024,0.047,0.013
Estonia,EST,1943,0.024,0.047,0.013
Estonia,EST,1944,0.024,0.047,0.013
Estonia,EST,1945,0.024,0.047,0.013
Estonia,EST,1946,0.024,0.045,0.012
Estonia,EST,1947,0.024,0.045,0.011
Estonia,EST,1948,0.024,0.045,0.011
Estonia,EST,1949,0.024,0.045,0.011
Estonia,EST,1950,0.024,0.046,0.012
Estonia,EST,1951,0.024,0.046,0.012
Estonia,EST,1952,0.024,0.046,0.012
Estonia,EST,1953,0.024,0.046,0.012
Estonia,EST,1954,0.033,0.059,0.016
Estonia,EST,1955,0.033,0.059,0.016
Estonia,EST,1956,0.033,0.059,0.016
Estonia,EST,1957,0.033,0.059,0.016
Estonia,EST,1958,0.033,0.063,0.017
Estonia,EST,1959,0.033,0.064,0.017
Estonia,EST,1960,0.033,0.064,0.017
Estonia,EST,1961,0.033,0.064,0.017
Estonia,EST,1962,0.034,0.062,0.017
Estonia,EST,1963,0.033,0.06,0.016
Estonia,EST,1964,0.033,0.06,0.016
Estonia,EST,1965,0.033,0.06,0.016
Estonia,EST,1966,0.033,0.057,0.016
Estonia,EST,1967,0.033,0.055,0.015
Estonia,EST,1968,0.033,0.055,0.015
Estonia,EST,1969,0.033,0.055,0.015
Estonia,EST,1970,0.035,0.063,0.018
Estonia,EST,1971,0.034,0.062,0.017
Estonia,EST,1972,0.034,0.062,0.017
Estonia,EST,1973,0.034,0.062,0.017
Estonia,EST,1974,0.034,0.061,0.017
Estonia,EST,1975,0.034,0.061,0.016
Estonia,EST,1976,0.034,0.061,0.016
Estonia,EST,1977,0.034,0.061,0.016
Estonia,EST,1978,0.034,0.061,0.016
Estonia,EST,1979,0.035,0.066,0.019
Estonia,EST,1980,0.035,0.067,0.019
Estonia,EST,1981,0.035,0.067,0.019
Estonia,EST,1982,0.035,0.067,0.019
Estonia,EST,1983,0.035,0.067,0.019
Estonia,EST,1984,0.033,0.062,0.017
Estonia,EST,1985,0.045,0.082,0.026
Estonia,EST,1986,0.058,0.094,0.03
Estonia,EST,1987,0.069,0.111,0.037
Estonia,EST,1988,0.069,0.111,0.037
Estonia,EST,1989,0.115,0.174,0.07
Estonia,EST,1990,0.835,0.899,0.75
Estonia,EST,1991,0.837,0.899,0.748
Estonia,EST,1992,0.854,0.915,0.774
Estonia,EST,1993,0.914,0.954,0.856
Estonia,EST,1994,0.89,0.934,0.818
Estonia,EST,1995,0.887,0.933,0.815
Estonia,EST,1996,0.886,0.933,0.814
Estonia,EST,1997,0.886,0.933,0.814
Estonia,EST,1998,0.886,0.933,0.814
Estonia,EST,1999,0.888,0.937,0.828
Estonia,EST,2000,0.888,0.938,0.831
Estonia,EST,2001,0.888,0.938,0.831
Estonia,EST,2002,0.888,0.938,0.831
Estonia,EST,2003,0.891,0.94,0.834
Estonia,EST,2004,0.892,0.941,0.834
Estonia,EST,2005,0.892,0.941,0.834
Estonia,EST,2006,0.892,0.941,0.834
Estonia,EST,2007,0.891,0.938,0.824
Estonia,EST,2008,0.891,0.938,0.823
Estonia,EST,2009,0.891,0.938,0.823
Estonia,EST,2010,0.891,0.938,0.823
Estonia,EST,2011,0.892,0.938,0.832
Estonia,EST,2012,0.892,0.938,0.834
Estonia,EST,2013,0.896,0.941,0.832
Estonia,EST,2014,0.908,0.949,0.851
Estonia,EST,2015,0.911,0.952,0.854
Estonia,EST,2016,0.911,0.953,0.854
Estonia,EST,2017,0.911,0.953,0.854
Estonia,EST,2018,0.911,0.953,0.854
Estonia,EST,2019,0.911,0.949,0.846
Estonia,EST,2020,0.911,0.949,0.845
Estonia,EST,2021,0.911,0.949,0.845
Estonia,EST,2022,0.911,0.949,0.845
Finland,FIN,1789,0.248,0.377,0.172
Finland,FIN,1790,0.248,0.377,0.172
Finland,FIN,1791,0.248,0.377,0.172
Finland,FIN,1792,0.252,0.376,0.167
Finland,FIN,1793,0.252,0.376,0.167
Finland,FIN,1794,0.252,0.376,0.167
Finland,FIN,1795,0.252,0.376,0.167
Finland,FIN,1796,0.252,0.376,0.167
Finland,FIN,1797,0.252,0.376,0.167
Finland,FIN,1798,0.252,0.376,0.167
Finland,FIN,1799,0.252,0.376,0.167
Finland,FIN,1800,0.249,0.36,0.157
Finland,FIN,1801,0.249,0.36,0.157
Finland,FIN,1802,0.249,0.36,0.157
Finland,FIN,1803,0.249,0.36,0.157
Finland,FIN,1804,0.249,0.36,0.157
Finland,FIN,1805,0.249,0.36,0.157
Finland,FIN,1806,0.249,0.36,0.157
Finland,FIN,1807,0.249,0.36,0.157
Finland,FIN,1808,0.249,0.36,0.157
Finland,FIN,1809,0.664,0.766,0.541
Finland,FIN,1810,0.664,0.766,0.541
Finland,FIN,1811,0.664,0.766,0.541
Finland,FIN,1812,0.664,0.766,0.541
Finland,FIN,1813,0.664,0.766,0.541
Finland,FIN,1814,0.664,0.766,0.541
Finland,FIN,1815,0.664,0.766,0.541
Finland,FIN,1816,0.664,0.766,0.541
Finland,FIN,1817,0.664,0.766,0.541
Finland,FIN,1818,0.664,0.766,0.541
Finland,FIN,1819,0.664,0.766,0.541
Finland,FIN,1820,0.664,0.766,0.541
Finland,FIN,1821,0.664,0.766,0.541
Finland,FIN,1822,0.664,0.766,0.541
Finland,FIN,1823,0.664,0.766,0.541
Finland,FIN,1824,0.664,0.766,0.541
Finland,FIN,1825,0.664,0.766,0.541
Finland,FIN,1826,0.664,0.766,0.541
Finland,FIN,1827,0.664,0.766,0.541
Finland,FIN,1828,0.664,0.766,0.541
Finland,FIN,1829,0.664,0.766,0.541
Finland,FIN,1830,0.664,0.766,0.541
Finland,FIN,1831,0.664,0.766,0.541
Finland,FIN,1832,0.664,0.766,0.541
Finland,FIN,1833,0.664,0.766,0.541
Finland,FIN,1834,0.664,0.766,0.541
Finland,FIN,1835,0.664,0.766,0.541
Finland,FIN,1836,0.664,0.766,0.541
Finland,FIN,1837,0.664,0.766,0.541
Finland,FIN,1838,0.664,0.766,0.541
Finland,FIN,1839,0.664,0.766,0.541
Finland,FIN,1840,0.664,0.766,0.541
Finland,FIN,1841,0.664,0.766,0.541
Finland,FIN,1842,0.664,0.766,0.541
Finland,FIN,1843,0.664,0.766,0.541
Finland,FIN,1844,0.664,0.766,0.541
Finland,FIN,1845,0.664,0.766,0.541
Finland,FIN,1846,0.664,0.766,0.541
Finland,FIN,1847,0.664,0.766,0.541
Finland,FIN,1848,0.664,0.766,0.541
Finland,FIN,1849,0.664,0.766,0.541
Finland,FIN,1850,0.664,0.766,0.541
Finland,FIN,1851,0.664,0.766,0.541
Finland,FIN,1852,0.664,0.766,0.541
Finland,FIN,1853,0.664,0.766,0.541
Finland,FIN,1854,0.664,0.766,0.541
Finland,FIN,1855,0.664,0.766,0.541
Finland,FIN,1856,0.664,0.766,0.541
Finland,FIN,1857,0.664,0.766,0.541
Finland,FIN,1858,0.664,0.766,0.541
Finland,FIN,1859,0.664,0.766,0.541
Finland,FIN,1860,0.664,0.766,0.541
Finland,FIN,1861,0.664,0.766,0.541
Finland,FIN,1862,0.664,0.766,0.541
Finland,FIN,1863,0.677,0.778,0.558
Finland,FIN,1864,0.715,0.815,0.61
Finland,FIN,1865,0.715,0.815,0.61
Finland,FIN,1866,0.715,0.815,0.61
Finland,FIN,1867,0.713,0.795,0.58
Finland,FIN,1868,0.713,0.795,0.58
Finland,FIN,1869,0.713,0.795,0.58
Finland,FIN,1870,0.713,0.795,0.58
Finland,FIN,1871,0.713,0.795,0.58
Finland,FIN,1872,0.713,0.803,0.592
Finland,FIN,1873,0.713,0.804,0.593
Finland,FIN,1874,0.713,0.804,0.593
Finland,FIN,1875,0.713,0.804,0.593
Finland,FIN,1876,0.713,0.804,0.593
Finland,FIN,1877,0.716,0.813,0.61
Finland,FIN,1878,0.716,0.813,0.61
Finland,FIN,1879,0.716,0.813,0.61
Finland,FIN,1880,0.716,0.813,0.61
Finland,FIN,1881,0.716,0.813,0.61
Finland,FIN,1882,0.714,0.815,0.606
Finland,FIN,1883,0.714,0.815,0.606
Finland,FIN,1884,0.714,0.815,0.606
Finland,FIN,1885,0.716,0.804,0.6
Finland,FIN,1886,0.716,0.804,0.6
Finland,FIN,1887,0.716,0.804,0.6
Finland,FIN,1888,0.712,0.809,0.606
Finland,FIN,1889,0.712,0.809,0.606
Finland,FIN,1890,0.712,0.809,0.606
Finland,FIN,1891,0.714,0.803,0.588
Finland,FIN,1892,0.714,0.803,0.588
Finland,FIN,1893,0.714,0.803,0.588
Finland,FIN,1894,0.71,0.813,0.605
Finland,FIN,1895,0.71,0.813,0.605
Finland,FIN,1896,0.71,0.813,0.605
Finland,FIN,1897,0.707,0.802,0.595
Finland,FIN,1898,0.707,0.802,0.595
Finland,FIN,1899,0.716,0.817,0.611
Finland,FIN,1900,0.716,0.817,0.611
Finland,FIN,1901,0.716,0.817,0.611
Finland,FIN,1902,0.716,0.817,0.611
Finland,FIN,1903,0.716,0.817,0.611
Finland,FIN,1904,0.716,0.817,0.611
Finland,FIN,1905,0.709,0.799,0.582
Finland,FIN,1906,0.74,0.835,0.644
Finland,FIN,1907,0.789,0.868,0.697
Finland,FIN,1908,0.8,0.871,0.698
Finland,FIN,1909,0.798,0.873,0.701
Finland,FIN,1910,0.798,0.873,0.701
Finland,FIN,1911,0.798,0.873,0.701
Finland,FIN,1912,0.798,0.873,0.701
Finland,FIN,1913,0.798,0.874,0.705
Finland,FIN,1914,0.796,0.869,0.699
Finland,FIN,1915,0.796,0.869,0.699
Finland,FIN,1916,0.796,0.869,0.696
Finland,FIN,1917,0.798,0.876,0.707
Finland,FIN,1918,0.73,0.82,0.626
Finland,FIN,1919,0.745,0.828,0.642
Finland,FIN,1920,0.747,0.832,0.65
Finland,FIN,1921,0.747,0.832,0.65
Finland,FIN,1922,0.747,0.834,0.647
Finland,FIN,1923,0.725,0.817,0.628
Finland,FIN,1924,0.714,0.804,0.606
Finland,FIN,1925,0.716,0.808,0.613
Finland,FIN,1926,0.716,0.809,0.614
Finland,FIN,1927,0.715,0.803,0.605
Finland,FIN,1928,0.714,0.798,0.595
Finland,FIN,1929,0.714,0.805,0.604
Finland,FIN,1930,0.656,0.756,0.541
Finland,FIN,1931,0.66,0.774,0.559
Finland,FIN,1932,0.66,0.774,0.559
Finland,FIN,1933,0.657,0.768,0.553
Finland,FIN,1934,0.654,0.761,0.547
Finland,FIN,1935,0.654,0.761,0.547
Finland,FIN,1936,0.659,0.759,0.545
Finland,FIN,1937,0.656,0.752,0.538
Finland,FIN,1938,0.656,0.752,0.538
Finland,FIN,1939,0.623,0.721,0.497
Finland,FIN,1940,0.621,0.724,0.502
Finland,FIN,1941,0.621,0.724,0.502
Finland,FIN,1942,0.621,0.724,0.502
Finland,FIN,1943,0.621,0.724,0.502
Finland,FIN,1944,0.621,0.724,0.502
Finland,FIN,1945,0.805,0.874,0.714
Finland,FIN,1946,0.853,0.912,0.767
Finland,FIN,1947,0.834,0.897,0.747
Finland,FIN,1948,0.853,0.912,0.769
Finland,FIN,1949,0.859,0.922,0.786
Finland,FIN,1950,0.858,0.917,0.779
Finland,FIN,1951,0.858,0.916,0.776
Finland,FIN,1952,0.858,0.915,0.773
Finland,FIN,1953,0.858,0.915,0.773
Finland,FIN,1954,0.857,0.912,0.771
Finland,FIN,1955,0.857,0.912,0.77
Finland,FIN,1956,0.855,0.915,0.78
Finland,FIN,1957,0.855,0.915,0.78
Finland,FIN,1958,0.856,0.916,0.781
Finland,FIN,1959,0.856,0.917,0.781
Finland,FIN,1960,0.856,0.917,0.781
Finland,FIN,1961,0.856,0.917,0.781
Finland,FIN,1962,0.833,0.899,0.744
Finland,FIN,1963,0.833,0.899,0.744
Finland,FIN,1964,0.833,0.899,0.744
Finland,FIN,1965,0.833,0.899,0.744
Finland,FIN,1966,0.832,0.901,0.744
Finland,FIN,1967,0.844,0.905,0.751
Finland,FIN,1968,0.847,0.908,0.765
Finland,FIN,1969,0.831,0.894,0.746
Finland,FIN,1970,0.829,0.899,0.748
Finland,FIN,1971,0.828,0.9,0.748
Finland,FIN,1972,0.827,0.894,0.734
Finland,FIN,1973,0.827,0.894,0.734
Finland,FIN,1974,0.827,0.894,0.734
Finland,FIN,1975,0.828,0.895,0.738
Finland,FIN,1976,0.831,0.897,0.748
Finland,FIN,1977,0.831,0.897,0.748
Finland,FIN,1978,0.827,0.897,0.747
Finland,FIN,1979,0.829,0.898,0.751
Finland,FIN,1980,0.829,0.899,0.752
Finland,FIN,1981,0.829,0.899,0.752
Finland,FIN,1982,0.858,0.911,0.788
Finland,FIN,1983,0.859,0.917,0.794
Finland,FIN,1984,0.859,0.918,0.796
Finland,FIN,1985,0.859,0.918,0.796
Finland,FIN,1986,0.859,0.918,0.796
Finland,FIN,1987,0.855,0.911,0.779
Finland,FIN,1988,0.854,0.909,0.775
Finland,FIN,1989,0.854,0.909,0.775
Finland,FIN,1990,0.854,0.909,0.775
Finland,FIN,1991,0.853,0.909,0.773
Finland,FIN,1992,0.853,0.91,0.772
Finland,FIN,1993,0.87,0.927,0.805
Finland,FIN,1994,0.871,0.925,0.803
Finland,FIN,1995,0.868,0.92,0.791
Finland,FIN,1996,0.867,0.919,0.788
Finland,FIN,1997,0.867,0.919,0.788
Finland,FIN,1998,0.867,0.919,0.788
Finland,FIN,1999,0.867,0.92,0.793
Finland,FIN,2000,0.867,0.921,0.795
Finland,FIN,2001,0.867,0.921,0.795
Finland,FIN,2002,0.867,0.921,0.795
Finland,FIN,2003,0.872,0.924,0.801
Finland,FIN,2004,0.873,0.925,0.803
Finland,FIN,2005,0.873,0.925,0.803
Finland,FIN,2006,0.874,0.923,0.8
Finland,FIN,2007,0.87,0.923,0.802
Finland,FIN,2008,0.869,0.923,0.802
Finland,FIN,2009,0.869,0.923,0.802
Finland,FIN,2010,0.869,0.923,0.802
Finland,FIN,2011,0.872,0.922,0.799
Finland,FIN,2012,0.874,0.922,0.797
Finland,FIN,2013,0.875,0.926,0.812
Finland,FIN,2014,0.875,0.926,0.812
Finland,FIN,2015,0.864,0.919,0.792
Finland,FIN,2016,0.863,0.918,0.789
Finland,FIN,2017,0.863,0.918,0.789
Finland,FIN,2018,0.86,0.922,0.799
Finland,FIN,2019,0.863,0.919,0.793
Finland,FIN,2020,0.864,0.918,0.79
Finland,FIN,2021,0.863,0.914,0.784
Finland,FIN,2022,0.854,0.91,0.778
France,FRA,1789,0.627,0.753,0.49
France,FRA,1790,0.716,0.814,0.575
France,FRA,1791,0.505,0.644,0.362
France,FRA,1792,0.5,0.631,0.353
France,FRA,1793,0.5,0.631,0.353
France,FRA,1794,0.5,0.631,0.353
France,FRA,1795,0.422,0.56,0.292
France,FRA,1796,0.419,0.549,0.279
France,FRA,1797,0.419,0.549,0.279
France,FRA,1798,0.418,0.546,0.281
France,FRA,1799,0.508,0.637,0.369
France,FRA,1800,0.132,0.217,0.073
France,FRA,1801,0.132,0.217,0.073
France,FRA,1802,0.132,0.217,0.073
France,FRA,1803,0.132,0.217,0.073
France,FRA,1804,0.132,0.217,0.073
France,FRA,1805,0.132,0.217,0.073
France,FRA,1806,0.132,0.217,0.073
France,FRA,1807,0.132,0.217,0.073
France,FRA,1808,0.132,0.217,0.073
France,FRA,1809,0.132,0.217,0.073
France,FRA,1810,0.132,0.217,0.073
France,FRA,1811,0.132,0.217,0.073
France,FRA,1812,0.132,0.217,0.073
France,FRA,1813,0.132,0.217,0.073
France,FRA,1814,0.132,0.217,0.073
France,FRA,1815,0.455,0.594,0.325
France,FRA,1816,0.454,0.591,0.318
France,FRA,1817,0.455,0.593,0.325
France,FRA,1818,0.454,0.59,0.321
France,FRA,1819,0.451,0.576,0.305
France,FRA,1820,0.45,0.58,0.308
France,FRA,1821,0.42,0.542,0.282
France,FRA,1822,0.42,0.542,0.282
France,FRA,1823,0.42,0.542,0.282
France,FRA,1824,0.418,0.559,0.291
France,FRA,1825,0.417,0.562,0.293
France,FRA,1826,0.417,0.562,0.293
France,FRA,1827,0.417,0.562,0.293
France,FRA,1828,0.416,0.562,0.291
France,FRA,1829,0.416,0.562,0.291
France,FRA,1830,0.512,0.652,0.378
France,FRA,1831,0.512,0.661,0.391
France,FRA,1832,0.512,0.661,0.391
France,FRA,1833,0.512,0.661,0.391
France,FRA,1834,0.51,0.652,0.38
France,FRA,1835,0.508,0.644,0.37
France,FRA,1836,0.508,0.644,0.37
France,FRA,1837,0.508,0.644,0.371
France,FRA,1838,0.504,0.645,0.372
France,FRA,1839,0.509,0.64,0.368
France,FRA,1840,0.51,0.639,0.367
France,FRA,1841,0.51,0.639,0.367
France,FRA,1842,0.51,0.643,0.369
France,FRA,1843,0.51,0.646,0.371
France,FRA,1844,0.51,0.646,0.371
France,FRA,1845,0.51,0.646,0.371
France,FRA,1846,0.51,0.646,0.372
France,FRA,1847,0.511,0.644,0.373
France,FRA,1848,0.789,0.881,0.691
France,FRA,1849,0.79,0.88,0.69
France,FRA,1850,0.79,0.88,0.69
France,FRA,1851,0.569,0.699,0.447
France,FRA,1852,0.331,0.461,0.225
France,FRA,1853,0.346,0.482,0.239
France,FRA,1854,0.346,0.482,0.239
France,FRA,1855,0.346,0.482,0.239
France,FRA,1856,0.346,0.482,0.239
France,FRA,1857,0.351,0.488,0.25
France,FRA,1858,0.352,0.489,0.252
France,FRA,1859,0.352,0.489,0.252
France,FRA,1860,0.352,0.489,0.252
France,FRA,1861,0.418,0.559,0.304
France,FRA,1862,0.418,0.559,0.304
France,FRA,1863,0.415,0.557,0.296
France,FRA,1864,0.413,0.556,0.29
France,FRA,1865,0.413,0.556,0.29
France,FRA,1866,0.413,0.556,0.29
France,FRA,1867,0.413,0.556,0.29
France,FRA,1868,0.413,0.556,0.29
France,FRA,1869,0.417,0.563,0.293
France,FRA,1870,0.648,0.76,0.531
France,FRA,1871,0.649,0.751,0.52
France,FRA,1872,0.681,0.778,0.554
France,FRA,1873,0.681,0.778,0.554
France,FRA,1874,0.782,0.855,0.67
France,FRA,1875,0.782,0.855,0.67
France,FRA,1876,0.782,0.862,0.68
France,FRA,1877,0.781,0.863,0.682
France,FRA,1878,0.778,0.863,0.683
France,FRA,1879,0.778,0.863,0.683
France,FRA,1880,0.816,0.884,0.725
France,FRA,1881,0.815,0.883,0.723
France,FRA,1882,0.812,0.881,0.721
France,FRA,1883,0.812,0.881,0.721
France,FRA,1884,0.812,0.881,0.721
France,FRA,1885,0.813,0.882,0.721
France,FRA,1886,0.815,0.885,0.72
France,FRA,1887,0.815,0.885,0.72
France,FRA,1888,0.815,0.885,0.72
France,FRA,1889,0.813,0.884,0.718
France,FRA,1890,0.807,0.88,0.715
France,FRA,1891,0.807,0.88,0.715
France,FRA,1892,0.807,0.88,0.715
France,FRA,1893,0.809,0.881,0.717
France,FRA,1894,0.813,0.884,0.72
France,FRA,1895,0.813,0.884,0.72
France,FRA,1896,0.813,0.884,0.72
France,FRA,1897,0.813,0.884,0.72
France,FRA,1898,0.852,0.917,0.771
France,FRA,1899,0.853,0.918,0.772
France,FRA,1900,0.823,0.887,0.736
France,FRA,1901,0.847,0.908,0.768
France,FRA,1902,0.852,0.909,0.768
France,FRA,1903,0.855,0.909,0.768
France,FRA,1904,0.855,0.909,0.768
France,FRA,1905,0.855,0.909,0.768
France,FRA,1906,0.854,0.913,0.775
France,FRA,1907,0.854,0.916,0.779
France,FRA,1908,0.854,0.916,0.779
France,FRA,1909,0.854,0.916,0.779
France,FRA,1910,0.855,0.918,0.779
France,FRA,1911,0.856,0.918,0.779
France,FRA,1912,0.856,0.918,0.779
France,FRA,1913,0.856,0.918,0.779
France,FRA,1914,0.85,0.909,0.773
France,FRA,1915,0.85,0.912,0.776
France,FRA,1916,0.85,0.912,0.776
France,FRA,1917,0.85,0.912,0.776
France,FRA,1918,0.85,0.912,0.776
France,FRA,1919,0.851,0.906,0.762
France,FRA,1920,0.855,0.913,0.778
France,FRA,1921,0.855,0.913,0.778
France,FRA,1922,0.855,0.913,0.778
France,FRA,1923,0.855,0.913,0.778
France,FRA,1924,0.856,0.909,0.77
France,FRA,1925,0.857,0.907,0.766
France,FRA,1926,0.857,0.907,0.766
France,FRA,1927,0.857,0.907,0.766
France,FRA,1928,0.855,0.911,0.776
France,FRA,1929,0.854,0.913,0.78
France,FRA,1930,0.854,0.913,0.78
France,FRA,1931,0.854,0.913,0.78
France,FRA,1932,0.854,0.91,0.774
France,FRA,1933,0.854,0.909,0.772
France,FRA,1934,0.854,0.909,0.772
France,FRA,1935,0.853,0.905,0.761
France,FRA,1936,0.842,0.902,0.754
France,FRA,1937,0.841,0.902,0.751
France,FRA,1938,0.841,0.902,0.751
France,FRA,1939,0.841,0.902,0.751
France,FRA,1940,0.248,0.351,0.167
France,FRA,1941,0.15,0.216,0.089
France,FRA,1942,0.15,0.216,0.089
France,FRA,1943,0.15,0.216,0.089
France,FRA,1944,0.161,0.249,0.103
France,FRA,1945,0.497,0.627,0.392
France,FRA,1946,0.762,0.843,0.659
France,FRA,1947,0.817,0.889,0.724
France,FRA,1948,0.861,0.917,0.776
France,FRA,1949,0.861,0.917,0.776
France,FRA,1950,0.876,0.931,0.804
France,FRA,1951,0.874,0.929,0.804
France,FRA,1952,0.873,0.928,0.805
France,FRA,1953,0.873,0.928,0.805
France,FRA,1954,0.846,0.907,0.76
France,FRA,1955,0.881,0.931,0.805
France,FRA,1956,0.881,0.927,0.8
France,FRA,1957,0.881,0.927,0.8
France,FRA,1958,0.881,0.927,0.801
France,FRA,1959,0.882,0.931,0.81
France,FRA,1960,0.882,0.931,0.81
France,FRA,1961,0.882,0.931,0.81
France,FRA,1962,0.881,0.93,0.809
France,FRA,1963,0.878,0.929,0.803
France,FRA,1964,0.878,0.929,0.803
France,FRA,1965,0.878,0.928,0.803
France,FRA,1966,0.878,0.924,0.799
France,FRA,1967,0.894,0.94,0.828
France,FRA,1968,0.894,0.941,0.83
France,FRA,1969,0.893,0.941,0.83
France,FRA,1970,0.906,0.948,0.85
France,FRA,1971,0.906,0.948,0.85
France,FRA,1972,0.906,0.948,0.85
France,FRA,1973,0.906,0.948,0.852
France,FRA,1974,0.906,0.948,0.846
France,FRA,1975,0.906,0.948,0.843
France,FRA,1976,0.906,0.948,0.843
France,FRA,1977,0.906,0.948,0.843
France,FRA,1978,0.906,0.945,0.842
France,FRA,1979,0.906,0.944,0.842
France,FRA,1980,0.906,0.944,0.842
France,FRA,1981,0.905,0.945,0.846
France,FRA,1982,0.904,0.946,0.847
France,FRA,1983,0.904,0.946,0.847
France,FRA,1984,0.904,0.946,0.847
France,FRA,1985,0.904,0.946,0.847
France,FRA,1986,0.909,0.946,0.844
France,FRA,1987,0.91,0.946,0.843
France,FRA,1988,0.907,0.944,0.842
France,FRA,1989,0.906,0.943,0.841
France,FRA,1990,0.906,0.943,0.841
France,FRA,1991,0.906,0.943,0.841
France,FRA,1992,0.906,0.943,0.841
France,FRA,1993,0.906,0.944,0.841
France,FRA,1994,0.906,0.944,0.841
France,FRA,1995,0.905,0.946,0.845
France,FRA,1996,0.905,0.946,0.847
France,FRA,1997,0.906,0.945,0.844
France,FRA,1998,0.907,0.945,0.843
France,FRA,1999,0.907,0.945,0.843
France,FRA,2000,0.907,0.945,0.843
France,FRA,2001,0.907,0.945,0.843
France,FRA,2002,0.906,0.946,0.844
France,FRA,2003,0.906,0.946,0.845
France,FRA,2004,0.906,0.946,0.845
France,FRA,2005,0.906,0.946,0.845
France,FRA,2006,0.906,0.946,0.845
France,FRA,2007,0.907,0.947,0.851
France,FRA,2008,0.907,0.947,0.854
France,FRA,2009,0.907,0.947,0.854
France,FRA,2010,0.907,0.947,0.854
France,FRA,2011,0.907,0.947,0.854
France,FRA,2012,0.907,0.948,0.852
France,FRA,2013,0.907,0.948,0.852
France,FRA,2014,0.907,0.947,0.85
France,FRA,2015,0.907,0.947,0.85
France,FRA,2016,0.907,0.947,0.85
France,FRA,2017,0.906,0.944,0.843
France,FRA,2018,0.885,0.929,0.816
France,FRA,2019,0.882,0.928,0.813
France,FRA,2020,0.879,0.929,0.813
France,FRA,2021,0.879,0.929,0.813
France,FRA,2022,0.895,0.941,0.832
Germany,DEU,1789,0.062,0.112,0.033
Germany,DEU,1790,0.062,0.112,0.033
Germany,DEU,1791,0.062,0.112,0.033
Germany,DEU,1792,0.062,0.112,0.033
Germany,DEU,1793,0.062,0.112,0.033
Germany,DEU,1794,0.062,0.112,0.033
Germany,DEU,1795,0.062,0.112,0.033
