Entity,Code,Year,4_1_PopGrowthRate
Denmark,DNK,1980,0.08
Denmark,DNK,1981,-0.01
Denmark,DNK,1982,-0.01
Denmark,DNK,1983,-0.07
Denmark,DNK,1984,-0.05
Denmark,DNK,1985,-0.03
Denmark,DNK,1986,0.02
Denmark,DNK,1987,0.06
Denmark,DNK,1988,0.12
Denmark,DNK,1989,0.19
Denmark,DNK,1990,0.23
Denmark,DNK,1991,0.3
Denmark,DNK,1992,0.36
Denmark,DNK,1993,0.34
Denmark,DNK,1994,0.42
Denmark,DNK,1995,0.39
Denmark,DNK,1996,0.4
Denmark,DNK,1997,0.41
Denmark,DNK,1998,0.4
Denmark,DNK,1999,0.38
Denmark,DNK,2000,0.4
Denmark,DNK,2001,0.35
Denmark,DNK,2002,0.32
Denmark,DNK,2003,0.34
Denmark,DNK,2004,0.37
Denmark,DNK,2005,0.39
Denmark,DNK,2006,0.4
Denmark,DNK,2007,0.4
Denmark,DNK,2008,0.44
Denmark,DNK,2009,0.42
Denmark,DNK,2010,0.46
Denmark,DNK,2011,0.44
Denmark,DNK,2012,0.45
Denmark,DNK,2013,0.42
Denmark,DNK,2014,0.47
Denmark,DNK,2015,0.48
Denmark,DNK,2016,0.54
Denmark,DNK,2017,0.53
Denmark,DNK,2018,0.5
Denmark,DNK,2019,0.51
Denmark,DNK,2020,0.51
Denmark,DNK,2021,0.47
Denmark,DNK,2022,
Denmark,DNK,2023,
Denmark,DNK,2024,
Denmark,DNK,2025,
Denmark,DNK,2026,
Denmark,DNK,2027,
Denmark,DNK,2028,
Denmark,DNK,2029,
Denmark,DNK,2030,
Denmark,DNK,2031,
Denmark,DNK,2032,
Denmark,DNK,2033,
Denmark,DNK,2034,
Denmark,DNK,2035,
Denmark,DNK,2036,
Denmark,DNK,2037,
Denmark,DNK,2038,
Denmark,DNK,2039,
Denmark,DNK,2040,
Denmark,DNK,2041,
Denmark,DNK,2042,
Denmark,DNK,2043,
Denmark,DNK,2044,
Denmark,DNK,2045,
Denmark,DNK,2046,
Denmark,DNK,2047,
Denmark,DNK,2048,
Denmark,DNK,2049,
Denmark,DNK,2050,
Denmark,DNK,2051,
Denmark,DNK,2052,
Denmark,DNK,2053,
Denmark,DNK,2054,
Denmark,DNK,2055,
Denmark,DNK,2056,
Denmark,DNK,2057,
Denmark,DNK,2058,
Denmark,DNK,2059,
Denmark,DNK,2060,
Denmark,DNK,2061,
Denmark,DNK,2062,
Denmark,DNK,2063,
Denmark,DNK,2064,
Denmark,DNK,2065,
Denmark,DNK,2066,
Denmark,DNK,2067,
Denmark,DNK,2068,
Denmark,DNK,2069,
Denmark,DNK,2070,
Denmark,DNK,2071,
Denmark,DNK,2072,
Denmark,DNK,2073,
Denmark,DNK,2074,
Denmark,DNK,2075,
Denmark,DNK,2076,
Denmark,DNK,2077,
Denmark,DNK,2078,
Denmark,DNK,2079,
Denmark,DNK,2080,
Denmark,DNK,2081,
Denmark,DNK,2082,
Denmark,DNK,2083,
Denmark,DNK,2084,
Denmark,DNK,2085,
Denmark,DNK,2086,
Denmark,DNK,2087,
Denmark,DNK,2088,
Denmark,DNK,2089,
Denmark,DNK,2090,
Denmark,DNK,2091,
Denmark,DNK,2092,
Denmark,DNK,2093,
Denmark,DNK,2094,
Denmark,DNK,2095,
Denmark,DNK,2096,
Denmark,DNK,2097,
Denmark,DNK,2098,
Denmark,DNK,2099,
Denmark,DNK,2100,
Estonia,EST,1950,1.32
Estonia,EST,1951,1.26
Estonia,EST,1952,1.22
Estonia,EST,1953,1.08
Estonia,EST,1954,1.1
Estonia,EST,1955,1.05
Estonia,EST,1956,0.94
Estonia,EST,1957,0.89
Estonia,EST,1958,0.63
Estonia,EST,1959,0.57
Estonia,EST,1960,1.24
Estonia,EST,1961,1.24
Estonia,EST,1962,1.16
Estonia,EST,1963,1.13
Estonia,EST,1964,1.2
Estonia,EST,1965,1.08
Estonia,EST,1966,1.04
Estonia,EST,1967,1.08
Estonia,EST,1968,1.1
Estonia,EST,1969,1.05
Estonia,EST,1970,0.91
Estonia,EST,1971,0.96
Estonia,EST,1972,0.9
Estonia,EST,1973,0.86
Estonia,EST,1974,0.89
Estonia,EST,1975,0.8
Estonia,EST,1976,0.79
Estonia,EST,1977,0.85
Estonia,EST,1978,0.77
Estonia,EST,1979,0.57
Estonia,EST,1980,0.56
Estonia,EST,1981,0.63
Estonia,EST,1982,0.66
Estonia,EST,1983,0.72
Estonia,EST,1984,0.66
Estonia,EST,1985,0.61
Estonia,EST,1986,0.73
Estonia,EST,1987,0.78
Estonia,EST,1988,0.74
Estonia,EST,1989,0.34
Estonia,EST,1990,0
Estonia,EST,1991,-0.64
Estonia,EST,1992,-2.63
Estonia,EST,1993,-2.09
Estonia,EST,1994,-1.76
Estonia,EST,1995,-1.37
Estonia,EST,1996,-1.14
Estonia,EST,1997,-0.71
Estonia,EST,1998,-0.75
Estonia,EST,1999,-0.33
Estonia,EST,2000,-0.61
Estonia,EST,2001,-0.66
Estonia,EST,2002,-0.6
Estonia,EST,2003,-0.65
Estonia,EST,2004,-0.55
Estonia,EST,2005,-0.6
Estonia,EST,2006,-0.58
Estonia,EST,2007,-0.34
Estonia,EST,2008,-0.2
Estonia,EST,2009,-0.17
Estonia,EST,2010,-0.28
Estonia,EST,2011,-0.34
Estonia,EST,2012,-0.38
Estonia,EST,2013,-0.33
Estonia,EST,2014,-0.19
Estonia,EST,2015,0.21
Estonia,EST,2016,-0.02
Estonia,EST,2017,0.27
Estonia,EST,2018,0.43
Estonia,EST,2019,0.31
Estonia,EST,2020,0.05
Estonia,EST,2021,-0.17
Estonia,EST,2022,
Estonia,EST,2023,
Estonia,EST,2024,
Estonia,EST,2025,
Estonia,EST,2026,
Estonia,EST,2027,
Estonia,EST,2028,
Estonia,EST,2029,
Estonia,EST,2030,
Estonia,EST,2031,
Estonia,EST,2032,
Estonia,EST,2033,
Estonia,EST,2034,
Estonia,EST,2035,
Estonia,EST,2036,
Estonia,EST,2037,
Estonia,EST,2038,
Estonia,EST,2039,
Estonia,EST,2040,
Estonia,EST,2041,
Estonia,EST,2042,
Estonia,EST,2043,
Estonia,EST,2044,
Estonia,EST,2045,
Estonia,EST,2046,
Estonia,EST,2047,
Estonia,EST,2048,
Estonia,EST,2049,
Estonia,EST,2050,
Estonia,EST,2051,
Estonia,EST,2052,
Estonia,EST,2053,
Estonia,EST,2054,
Estonia,EST,2055,
Estonia,EST,2056,
Estonia,EST,2057,
Estonia,EST,2058,
Estonia,EST,2059,
Estonia,EST,2060,
Estonia,EST,2061,
Estonia,EST,2062,
Estonia,EST,2063,
Estonia,EST,2064,
Estonia,EST,2065,
Estonia,EST,2066,
Estonia,EST,2067,
Estonia,EST,2068,
Estonia,EST,2069,
Estonia,EST,2070,
Estonia,EST,2071,
Estonia,EST,2072,
Estonia,EST,2073,
Estonia,EST,2074,
Estonia,EST,2075,
Estonia,EST,2076,
Estonia,EST,2077,
Estonia,EST,2078,
Estonia,EST,2079,
Estonia,EST,2080,
Estonia,EST,2081,
Estonia,EST,2082,
Estonia,EST,2083,
Estonia,EST,2084,
Estonia,EST,2085,
Estonia,EST,2086,
Estonia,EST,2087,
Estonia,EST,2088,
Estonia,EST,2089,
Estonia,EST,2090,
Estonia,EST,2091,
Estonia,EST,2092,
Estonia,EST,2093,
Estonia,EST,2094,
Estonia,EST,2095,
Estonia,EST,2096,
Estonia,EST,2097,
Estonia,EST,2098,
Estonia,EST,2099,
Estonia,EST,2100,
Finland,FIN,1950,1.08
Finland,FIN,1951,0.87
Finland,FIN,1952,1.26
Finland,FIN,1953,1.12
Finland,FIN,1954,1.16
Finland,FIN,1955,1.12
Finland,FIN,1956,1.08
Finland,FIN,1957,0.88
Finland,FIN,1958,0.76
Finland,FIN,1959,0.84
Finland,FIN,1960,0.75
Finland,FIN,1961,0.66
Finland,FIN,1962,0.7
Finland,FIN,1963,0.72
Finland,FIN,1964,0.39
Finland,FIN,1965,0.27
Finland,FIN,1966,0.49
Finland,FIN,1967,0.62
Finland,FIN,1968,0.28
Finland,FIN,1969,-0.43
Finland,FIN,1970,-0.34
Finland,FIN,1971,0.6
Finland,FIN,1972,0.59
Finland,FIN,1973,0.54
Finland,FIN,1974,0.5
Finland,FIN,1975,0.38
Finland,FIN,1976,0.22
Finland,FIN,1977,0.34
Finland,FIN,1978,0.23
Finland,FIN,1979,0.28
Finland,FIN,1980,0.34
Finland,FIN,1981,0.51
Finland,FIN,1982,0.61
Finland,FIN,1983,0.58
Finland,FIN,1984,0.49
Finland,FIN,1985,0.35
Finland,FIN,1986,0.31
Finland,FIN,1987,0.26
Finland,FIN,1988,0.32
Finland,FIN,1989,0.4
Finland,FIN,1990,0.48
Finland,FIN,1991,0.61
Finland,FIN,1992,0.52
Finland,FIN,1993,0.45
Finland,FIN,1994,0.41
Finland,FIN,1995,0.35
Finland,FIN,1996,0.3
Finland,FIN,1997,0.29
Finland,FIN,1998,0.24
Finland,FIN,1999,0.23
Finland,FIN,2000,0.19
Finland,FIN,2001,0.27
Finland,FIN,2002,0.22
Finland,FIN,2003,0.26
Finland,FIN,2004,0.32
Finland,FIN,2005,0.36
Finland,FIN,2006,0.41
Finland,FIN,2007,0.44
Finland,FIN,2008,0.49
Finland,FIN,2009,0.47
Finland,FIN,2010,0.44
Finland,FIN,2011,0.48
Finland,FIN,2012,0.47
Finland,FIN,2013,0.45
Finland,FIN,2014,0.38
Finland,FIN,2015,0.28
Finland,FIN,2016,0.29
Finland,FIN,2017,0.18
Finland,FIN,2018,0.09
Finland,FIN,2019,0.13
Finland,FIN,2020,0.15
Finland,FIN,2021,0.08
Finland,FIN,2022,
Finland,FIN,2023,
Finland,FIN,2024,
Finland,FIN,2025,
Finland,FIN,2026,
Finland,FIN,2027,
Finland,FIN,2028,
Finland,FIN,2029,
Finland,FIN,2030,
Finland,FIN,2031,
Finland,FIN,2032,
Finland,FIN,2033,
Finland,FIN,2034,
Finland,FIN,2035,
Finland,FIN,2036,
Finland,FIN,2037,
Finland,FIN,2038,
Finland,FIN,2039,
Finland,FIN,2040,
Finland,FIN,2041,
Finland,FIN,2042,
Finland,FIN,2043,
Finland,FIN,2044,
Finland,FIN,2045,
Finland,FIN,2046,
Finland,FIN,2047,
Finland,FIN,2048,
Finland,FIN,2049,
Finland,FIN,2050,
Finland,FIN,2051,
Finland,FIN,2052,
Finland,FIN,2053,
Finland,FIN,2054,
Finland,FIN,2055,
Finland,FIN,2056,
Finland,FIN,2057,
Finland,FIN,2058,
Finland,FIN,2059,
Finland,FIN,2060,
Finland,FIN,2061,
Finland,FIN,2062,
Finland,FIN,2063,
Finland,FIN,2064,
Finland,FIN,2065,
Finland,FIN,2066,
Finland,FIN,2067,
Finland,FIN,2068,
Finland,FIN,2069,
Finland,FIN,2070,
Finland,FIN,2071,
Finland,FIN,2072,
Finland,FIN,2073,
Finland,FIN,2074,
Finland,FIN,2075,
Finland,FIN,2076,
Finland,FIN,2077,
Finland,FIN,2078,
Finland,FIN,2079,
Finland,FIN,2080,
Finland,FIN,2081,
Finland,FIN,2082,
Finland,FIN,2083,
Finland,FIN,2084,
Finland,FIN,2085,
Finland,FIN,2086,
Finland,FIN,2087,
Finland,FIN,2088,
Finland,FIN,2089,
Finland,FIN,2090,
Finland,FIN,2091,
Finland,FIN,2092,
Finland,FIN,2093,
Finland,FIN,2094,
Finland,FIN,2095,
Finland,FIN,2096,
Finland,FIN,2097,
Finland,FIN,2098,
Finland,FIN,2099,
Finland,FIN,2100,
France,FRA,1950,0.91
France,FRA,1951,0.78
France,FRA,1952,0.86
France,FRA,1953,0.74
France,FRA,1954,0.85
France,FRA,1955,0.85
France,FRA,1956,0.82
France,FRA,1957,0.89
France,FRA,1958,0.98
France,FRA,1959,1.01
France,FRA,1960,1
France,FRA,1961,1.1
France,FRA,1962,1.02
France,FRA,1963,1.06
France,FRA,1964,1.14
France,FRA,1965,1.06
France,FRA,1966,1.07
France,FRA,1967,0.97
France,FRA,1968,0.91
France,FRA,1969,0.85
France,FRA,1970,0.88
France,FRA,1971,0.88
France,FRA,1972,0.84
France,FRA,1973,0.72
France,FRA,1974,0.62
France,FRA,1975,0.48
France,FRA,1976,0.42
France,FRA,1977,0.49
France,FRA,1978,0.45
France,FRA,1979,0.5
France,FRA,1980,0.57
France,FRA,1981,0.56
France,FRA,1982,0.56
France,FRA,1983,0.44
France,FRA,1984,0.48
France,FRA,1985,0.47
France,FRA,1986,0.48
France,FRA,1987,0.49
France,FRA,1988,0.48
France,FRA,1989,0.44
France,FRA,1990,0.42
France,FRA,1991,0.4
France,FRA,1992,0.37
France,FRA,1993,0.3
France,FRA,1994,0.32
France,FRA,1995,0.34
France,FRA,1996,0.36
France,FRA,1997,0.39
France,FRA,1998,0.44
France,FRA,1999,0.49
France,FRA,2000,0.58
France,FRA,2001,0.61
France,FRA,2002,0.6
France,FRA,2003,0.59
France,FRA,2004,0.68
France,FRA,2005,0.65
France,FRA,2006,0.69
France,FRA,2007,0.65
France,FRA,2008,0.62
France,FRA,2009,0.58
France,FRA,2010,0.55
France,FRA,2011,0.51
France,FRA,2012,0.44
France,FRA,2013,0.4
France,FRA,2014,0.4
France,FRA,2015,0.3
France,FRA,2016,0.27
France,FRA,2017,0.22
France,FRA,2018,0.2
France,FRA,2019,0.18
France,FRA,2020,0.07
France,FRA,2021,0.09
France,FRA,2022,
France,FRA,2023,
France,FRA,2024,
France,FRA,2025,
France,FRA,2026,
France,FRA,2027,
France,FRA,2028,
France,FRA,2029,
France,FRA,2030,
France,FRA,2031,
France,FRA,2032,
France,FRA,2033,
France,FRA,2034,
France,FRA,2035,
France,FRA,2036,
France,FRA,2037,
France,FRA,2038,
France,FRA,2039,
France,FRA,2040,
France,FRA,2041,
France,FRA,2042,
France,FRA,2043,
France,FRA,2044,
France,FRA,2045,
France,FRA,2046,
France,FRA,2047,
France,FRA,2048,
France,FRA,2049,
France,FRA,2050,
France,FRA,2051,
France,FRA,2052,
France,FRA,2053,
France,FRA,2054,
France,FRA,2055,
France,FRA,2056,
France,FRA,2057,
France,FRA,2058,
France,FRA,2059,
France,FRA,2060,
France,FRA,2061,
France,FRA,2062,
France,FRA,2063,
France,FRA,2064,
France,FRA,2065,
France,FRA,2066,
France,FRA,2067,
France,FRA,2068,
France,FRA,2069,
France,FRA,2070,
France,FRA,2071,
France,FRA,2072,
France,FRA,2073,
France,FRA,2074,
France,FRA,2075,
France,FRA,2076,
France,FRA,2077,
France,FRA,2078,
France,FRA,2079,
France,FRA,2080,
France,FRA,2081,
France,FRA,2082,
France,FRA,2083,
France,FRA,2084,
France,FRA,2085,
France,FRA,2086,
France,FRA,2087,
France,FRA,2088,
France,FRA,2089,
France,FRA,2090,
France,FRA,2091,
France,FRA,2092,
France,FRA,2093,
France,FRA,2094,
France,FRA,2095,
France,FRA,2096,
France,FRA,2097,
France,FRA,2098,
France,FRA,2099,
France,FRA,2100,
Germany,DEU,1950,-0.32
Germany,DEU,1951,-0.08
Germany,DEU,1952,0.05
Germany,DEU,1953,0.15
Germany,DEU,1954,0.25
Germany,DEU,1955,0.32
Germany,DEU,1956,0.38
Germany,DEU,1957,0.45
Germany,DEU,1958,0.57
Germany,DEU,1959,0.66
Germany,DEU,1960,0.67
Germany,DEU,1961,0.8
Germany,DEU,1962,0.8
Germany,DEU,1963,0.82
Germany,DEU,1964,0.85
Germany,DEU,1965,0.77
Germany,DEU,1966,0.75
Germany,DEU,1967,0.69
Germany,DEU,1968,0.53
Germany,DEU,1969,0.41
Germany,DEU,1970,0.31
Germany,DEU,1971,0.24
Germany,DEU,1972,0.09
Germany,DEU,1973,-0.03
Germany,DEU,1974,-0.09
Germany,DEU,1975,-0.19
Germany,DEU,1976,-0.2
Germany,DEU,1977,-0.17
Germany,DEU,1978,-0.21
Germany,DEU,1979,-0.19
Germany,DEU,1980,-0.14
Germany,DEU,1981,-0.12
Germany,DEU,1982,-0.07
Germany,DEU,1983,-0.04
Germany,DEU,1984,0.05
Germany,DEU,1985,0.13
Germany,DEU,1986,0.29
Germany,DEU,1987,0.45
Germany,DEU,1988,0.54
Germany,DEU,1989,0.58
Germany,DEU,1990,0.57
Germany,DEU,1991,0.51
Germany,DEU,1992,0.49
Germany,DEU,1993,0.42
Germany,DEU,1994,0.34
Germany,DEU,1995,0.25
Germany,DEU,1996,0.18
Germany,DEU,1997,0.15
Germany,DEU,1998,0.07
Germany,DEU,1999,0.01
Germany,DEU,2000,-0.02
Germany,DEU,2001,-0.07
Germany,DEU,2002,-0.11
Germany,DEU,2003,-0.13
Germany,DEU,2004,-0.07
Germany,DEU,2005,-0.07
Germany,DEU,2006,-0.02
Germany,DEU,2007,0.03
Germany,DEU,2008,0.05
Germany,DEU,2009,0.06
Germany,DEU,2010,0.1
Germany,DEU,2011,0.14
Germany,DEU,2012,0.16
Germany,DEU,2013,0.17
Germany,DEU,2014,0.27
Germany,DEU,2015,0.26
Germany,DEU,2016,0.37
Germany,DEU,2017,0.34
Germany,DEU,2018,0.32
Germany,DEU,2019,0.29
Germany,DEU,2020,0.15
Germany,DEU,2021,0.04
Germany,DEU,2022,
Germany,DEU,2023,
Germany,DEU,2024,
Germany,DEU,2025,
Germany,DEU,2026,
Germany,DEU,2027,
Germany,DEU,2028,
Germany,DEU,2029,
Germany,DEU,2030,
Germany,DEU,2031,
Germany,DEU,2032,
Germany,DEU,2033,
Germany,DEU,2034,
Germany,DEU,2035,
Germany,DEU,2036,
Germany,DEU,2037,
Germany,DEU,2038,
Germany,DEU,2039,
Germany,DEU,2040,
Germany,DEU,2041,
Germany,DEU,2042,
Germany,DEU,2043,
Germany,DEU,2044,
Germany,DEU,2045,
Germany,DEU,2046,
Germany,DEU,2047,
Germany,DEU,2048,
Germany,DEU,2049,
Germany,DEU,2050,
Germany,DEU,2051,
Germany,DEU,2052,
Germany,DEU,2053,
Germany,DEU,2054,
Germany,DEU,2055,
Germany,DEU,2056,
Germany,DEU,2057,
Germany,DEU,2058,
Germany,DEU,2059,
Germany,DEU,2060,
Germany,DEU,2061,
Germany,DEU,2062,
Germany,DEU,2063,
Germany,DEU,2064,
Germany,DEU,2065,
Germany,DEU,2066,
Germany,DEU,2067,
Germany,DEU,2068,
Germany,DEU,2069,
Germany,DEU,2070,
Germany,DEU,2071,
Germany,DEU,2072,
Germany,DEU,2073,
Germany,DEU,2074,
Germany,DEU,2075,
Germany,DEU,2076,
Germany,DEU,2077,
Germany,DEU,2078,
Germany,DEU,2079,
Germany,DEU,2080,
Germany,DEU,2081,
Germany,DEU,2082,
Germany,DEU,2083,
Germany,DEU,2084,
Germany,DEU,2085,
Germany,DEU,2086,
Germany,DEU,2087,
Germany,DEU,2088,
Germany,DEU,2089,
Germany,DEU,2090,
Germany,DEU,2091,
Germany,DEU,2092,
Germany,DEU,2093,
Germany,DEU,2094,
Germany,DEU,2095,
Germany,DEU,2096,
Germany,DEU,2097,
Germany,DEU,2098,
Germany,DEU,2099,
Germany,DEU,2100,
Greece,GRC,1950,1.27
Greece,GRC,1951,1.25
Greece,GRC,1952,1.25
Greece,GRC,1953,1.17
Greece,GRC,1954,1.16
Greece,GRC,1955,1.15
Greece,GRC,1956,1.01
Greece,GRC,1957,0.91
Greece,GRC,1958,0.8
Greece,GRC,1959,0.68
Greece,GRC,1960,0.46
Greece,GRC,1961,0.26
Greece,GRC,1962,0.07
Greece,GRC,1963,-0.05
Greece,GRC,1964,-0.11
Greece,GRC,1965,-0.09
Greece,GRC,1966,-0.04
Greece,GRC,1967,-0.02
Greece,GRC,1968,0.04
Greece,GRC,1969,0.14
Greece,GRC,1970,0.3
Greece,GRC,1971,0.43
Greece,GRC,1972,0.52
Greece,GRC,1973,0.63
Greece,GRC,1974,0.82
Greece,GRC,1975,0.91
Greece,GRC,1976,1.02
Greece,GRC,1977,1.06
Greece,GRC,1978,1.18
Greece,GRC,1979,1.23
Greece,GRC,1980,1.21
Greece,GRC,1981,1.17
Greece,GRC,1982,1.14
Greece,GRC,1983,1.1
Greece,GRC,1984,1.05
Greece,GRC,1985,0.99
Greece,GRC,1986,0.96
Greece,GRC,1987,0.89
Greece,GRC,1988,0.92
Greece,GRC,1989,0.89
Greece,GRC,1990,0.87
Greece,GRC,1991,0.85
Greece,GRC,1992,0.81
Greece,GRC,1993,0.81
Greece,GRC,1994,0.78
Greece,GRC,1995,0.73
Greece,GRC,1996,0.68
Greece,GRC,1997,0.64
Greece,GRC,1998,0.54
Greece,GRC,1999,0.45
Greece,GRC,2000,0.35
Greece,GRC,2001,0.27
Greece,GRC,2002,0.18
Greece,GRC,2003,0.08
Greece,GRC,2004,0.01
Greece,GRC,2005,-0.04
Greece,GRC,2006,-0.1
Greece,GRC,2007,-0.17
Greece,GRC,2008,-0.15
Greece,GRC,2009,-0.17
Greece,GRC,2010,-0.22
Greece,GRC,2011,-0.31
Greece,GRC,2012,-0.44
Greece,GRC,2013,-0.46
Greece,GRC,2014,-0.49
Greece,GRC,2015,-0.55
Greece,GRC,2016,-0.5
Greece,GRC,2017,-0.57
Greece,GRC,2018,-0.54
Greece,GRC,2019,-0.58
Greece,GRC,2020,-0.59
Greece,GRC,2021,-0.68
Greece,GRC,2022,
Greece,GRC,2023,
Greece,GRC,2024,
Greece,GRC,2025,
Greece,GRC,2026,
Greece,GRC,2027,
Greece,GRC,2028,
Greece,GRC,2029,
Greece,GRC,2030,
Greece,GRC,2031,
Greece,GRC,2032,
Greece,GRC,2033,
Greece,GRC,2034,
Greece,GRC,2035,
Greece,GRC,2036,
Greece,GRC,2037,
Greece,GRC,2038,
Greece,GRC,2039,
Greece,GRC,2040,
Greece,GRC,2041,
Greece,GRC,2042,
Greece,GRC,2043,
Greece,GRC,2044,
Greece,GRC,2045,
Greece,GRC,2046,
Greece,GRC,2047,
Greece,GRC,2048,
Greece,GRC,2049,
Greece,GRC,2050,
Greece,GRC,2051,
Greece,GRC,2052,
Greece,GRC,2053,
Greece,GRC,2054,
Greece,GRC,2055,
Greece,GRC,2056,
Greece,GRC,2057,
Greece,GRC,2058,
Greece,GRC,2059,
Greece,GRC,2060,
Greece,GRC,2061,
Greece,GRC,2062,
Greece,GRC,2063,
Greece,GRC,2064,
Greece,GRC,2065,
Greece,GRC,2066,
Greece,GRC,2067,
Greece,GRC,2068,
Greece,GRC,2069,
Greece,GRC,2070,
Greece,GRC,2071,
Greece,GRC,2072,
Greece,GRC,2073,
Greece,GRC,2074,
Greece,GRC,2075,
Greece,GRC,2076,
Greece,GRC,2077,
Greece,GRC,2078,
Greece,GRC,2079,
Greece,GRC,2080,
Greece,GRC,2081,
Greece,GRC,2082,
Greece,GRC,2083,
Greece,GRC,2084,
Greece,GRC,2085,
Greece,GRC,2086,
Greece,GRC,2087,
Greece,GRC,2088,
Greece,GRC,2089,
Greece,GRC,2090,
Greece,GRC,2091,
Greece,GRC,2092,
Greece,GRC,2093,
Greece,GRC,2094,
Greece,GRC,2095,
Greece,GRC,2096,
Greece,GRC,2097,
Greece,GRC,2098,
Greece,GRC,2099,
Greece,GRC,2100,
Hungary,HUN,1950,0.97
Hungary,HUN,1951,0.85
Hungary,HUN,1952,0.86
Hungary,HUN,1953,1.04
Hungary,HUN,1954,1.25
Hungary,HUN,1955,1.18
Hungary,HUN,1956,-0.56
Hungary,HUN,1957,0.22
Hungary,HUN,1958,0.63
Hungary,HUN,1959,0.5
Hungary,HUN,1960,0.43
Hungary,HUN,1961,0.43
Hungary,HUN,1962,0.2
Hungary,HUN,1963,0.31
Hungary,HUN,1964,0.3
Hungary,HUN,1965,0.23
Hungary,HUN,1966,0.35
Hungary,HUN,1967,0.38
Hungary,HUN,1968,0.36
Hungary,HUN,1969,0.36
Hungary,HUN,1970,0.31
Hungary,HUN,1971,0.27
Hungary,HUN,1972,0.33
Hungary,HUN,1973,0.32
Hungary,HUN,1974,0.58
Hungary,HUN,1975,0.6
Hungary,HUN,1976,0.5
Hungary,HUN,1977,0.43
Hungary,HUN,1978,0.26
Hungary,HUN,1979,0.26
Hungary,HUN,1980,-0.14
Hungary,HUN,1981,-0.19
Hungary,HUN,1982,-0.28
Hungary,HUN,1983,-0.38
Hungary,HUN,1984,-0.38
Hungary,HUN,1985,-0.34
Hungary,HUN,1986,-0.36
Hungary,HUN,1987,-0.34
Hungary,HUN,1988,-0.33
Hungary,HUN,1989,-0.38
Hungary,HUN,1990,-0.02
Hungary,HUN,1991,0
Hungary,HUN,1992,-0.09
Hungary,HUN,1993,-0.15
Hungary,HUN,1994,-0.14
Hungary,HUN,1995,-0.16
Hungary,HUN,1996,-0.21
Hungary,HUN,1997,-0.22
Hungary,HUN,1998,-0.27
Hungary,HUN,1999,-0.33
Hungary,HUN,2000,-0.22
Hungary,HUN,2001,-0.25
Hungary,HUN,2002,-0.33
Hungary,HUN,2003,-0.27
Hungary,HUN,2004,-0.2
Hungary,HUN,2005,-0.22
Hungary,HUN,2006,-0.11
Hungary,HUN,2007,-0.2
Hungary,HUN,2008,-0.15
Hungary,HUN,2009,-0.15
Hungary,HUN,2010,-0.28
Hungary,HUN,2011,-0.39
Hungary,HUN,2012,-0.24
Hungary,HUN,2013,-0.32
Hungary,HUN,2014,-0.22
Hungary,HUN,2015,-0.26
Hungary,HUN,2016,-0.34
Hungary,HUN,2017,-0.2
Hungary,HUN,2018,-0.06
Hungary,HUN,2019,-0.03
Hungary,HUN,2020,-0.4
Hungary,HUN,2021,-0.44
Hungary,HUN,2022,
Hungary,HUN,2023,
Hungary,HUN,2024,
Hungary,HUN,2025,
Hungary,HUN,2026,
Hungary,HUN,2027,
Hungary,HUN,2028,
Hungary,HUN,2029,
Hungary,HUN,2030,
Hungary,HUN,2031,
Hungary,HUN,2032,
Hungary,HUN,2033,
Hungary,HUN,2034,
Hungary,HUN,2035,
Hungary,HUN,2036,
Hungary,HUN,2037,
Hungary,HUN,2038,
Hungary,HUN,2039,
Hungary,HUN,2040,
Hungary,HUN,2041,
Hungary,HUN,2042,
Hungary,HUN,2043,
Hungary,HUN,2044,
Hungary,HUN,2045,
Hungary,HUN,2046,
Hungary,HUN,2047,
Hungary,HUN,2048,
Hungary,HUN,2049,
Hungary,HUN,2050,
Hungary,HUN,2051,
Hungary,HUN,2052,
Hungary,HUN,2053,
Hungary,HUN,2054,
Hungary,HUN,2055,
Hungary,HUN,2056,
Hungary,HUN,2057,
Hungary,HUN,2058,
Hungary,HUN,2059,
Hungary,HUN,2060,
Hungary,HUN,2061,
Hungary,HUN,2062,
Hungary,HUN,2063,
Hungary,HUN,2064,
Hungary,HUN,2065,
Hungary,HUN,2066,
Hungary,HUN,2067,
Hungary,HUN,2068,
Hungary,HUN,2069,
Hungary,HUN,2070,
Hungary,HUN,2071,
Hungary,HUN,2072,
Hungary,HUN,2073,
Hungary,HUN,2074,
Hungary,HUN,2075,
Hungary,HUN,2076,
Hungary,HUN,2077,
Hungary,HUN,2078,
Hungary,HUN,2079,
Hungary,HUN,2080,
Hungary,HUN,2081,
Hungary,HUN,2082,
Hungary,HUN,2083,
Hungary,HUN,2084,
Hungary,HUN,2085,
Hungary,HUN,2086,
Hungary,HUN,2087,
Hungary,HUN,2088,
Hungary,HUN,2089,
Hungary,HUN,2090,
Hungary,HUN,2091,
Hungary,HUN,2092,
Hungary,HUN,2093,
Hungary,HUN,2094,
Hungary,HUN,2095,
Hungary,HUN,2096,
Hungary,HUN,2097,
Hungary,HUN,2098,
Hungary,HUN,2099,
Hungary,HUN,2100,
Ireland,IRL,1950,0.54
Ireland,IRL,1951,0.7
Ireland,IRL,1952,-0.38
Ireland,IRL,1953,-0.46
Ireland,IRL,1954,-0.52
Ireland,IRL,1955,-0.62
Ireland,IRL,1956,-0.55
Ireland,IRL,1957,-0.52
