Entity,Code,Year,Value of global merchandise exports as a share of GDP (Fouquin and Hugot; CEPII 2016; National data)
Turkey,TUR,1973,5.11779
Turkey,TUR,1974,4.30327
Turkey,TUR,1975,3.2453
Turkey,TUR,1976,3.82246
Turkey,TUR,1977,3.12109
Turkey,TUR,1978,3.51253
Turkey,TUR,1979,2.7831
Turkey,TUR,1980,4.23581
Turkey,TUR,1981,6.60984
Turkey,TUR,1982,8.90343
Turkey,TUR,1983,9.29353
Turkey,TUR,1984,11.89037
Turkey,TUR,1985,11.83599
Turkey,TUR,1986,10.2326
Turkey,TUR,1987,11.74403
Turkey,TUR,1988,12.93631
Turkey,TUR,1989,12.43984
Turkey,TUR,1990,9.43699
Turkey,TUR,1991,10.11809
Turkey,TUR,1992,9.80906
Turkey,TUR,1993,8.85077
Turkey,TUR,1994,13.99072
Turkey,TUR,1995,12.77369
Turkey,TUR,1996,12.72943
Turkey,TUR,1997,13.82545
Turkey,TUR,1998,10.09491
Turkey,TUR,1999,10.80081
Turkey,TUR,2000,10.41946
Turkey,TUR,2001,15.98641
Turkey,TUR,2002,15.50707
Turkey,TUR,2003,15.88642
Turkey,TUR,2004,16.9997
Turkey,TUR,2005,15.35393
Turkey,TUR,2006,16.08787
Turkey,TUR,2007,16.74178
Turkey,TUR,2008,18.07753
Turkey,TUR,2009,16.62067
Turkey,TUR,2010,15.97165
Turkey,TUR,2011,17.99238
Turkey,TUR,2012,20.01637
Turkey,TUR,2013,19.27897
Turkey,TUR,2014,20.30414
Turkmenistan,TKM,1994,49.87349
Turkmenistan,TKM,1995,75.80515
Turkmenistan,TKM,1996,99.68993
Turkmenistan,TKM,1997,61.77084
Turkmenistan,TKM,1998,22.77709
Turkmenistan,TKM,1999,48.43785
Turkmenistan,TKM,2000,86.24754
Turkmenistan,TKM,2001,72.28189
Turkmenistan,TKM,2002,63.1047
Turkmenistan,TKM,2003,57.71969
Turkmenistan,TKM,2004,55.52583
Turkmenistan,TKM,2005,65.56898
Turkmenistan,TKM,2006,58.76862
Turkmenistan,TKM,2007,54.11082
Turkmenistan,TKM,2008,57.75276
Turkmenistan,TKM,2009,16.21594
Turkmenistan,TKM,2010,15.33796
Turkmenistan,TKM,2011,28.46814
Turkmenistan,TKM,2012,32.73854
Turkmenistan,TKM,2013,32.90234
Turkmenistan,TKM,2014,30.72232
United Arab Emirates,ARE,1972,24.1674
United Arab Emirates,ARE,1973,61.6209
United Arab Emirates,ARE,1974,74.72833
United Arab Emirates,ARE,1975,44.83973
United Arab Emirates,ARE,1976,44.71289
United Arab Emirates,ARE,1977,41.02761
United Arab Emirates,ARE,1978,41.50327
United Arab Emirates,ARE,1979,43.71945
United Arab Emirates,ARE,1980,50.57516
United Arab Emirates,ARE,1981,44.37411
United Arab Emirates,ARE,1982,40.27227
United Arab Emirates,ARE,1983,37.71244
United Arab Emirates,ARE,1984,37.31731
United Arab Emirates,ARE,1985,38.99757
United Arab Emirates,ARE,1986,36.46401
United Arab Emirates,ARE,1987,37.14892
United Arab Emirates,ARE,1988,36.53936
United Arab Emirates,ARE,1989,39.73327
United Arab Emirates,ARE,1990,43.22777
United Arab Emirates,ARE,1991,45.67412
United Arab Emirates,ARE,1992,41.90532
United Arab Emirates,ARE,1993,46.05778
United Arab Emirates,ARE,1994,44.51998
United Arab Emirates,ARE,1995,43.14322
United Arab Emirates,ARE,1996,50.74497
United Arab Emirates,ARE,1997,51.27247
United Arab Emirates,ARE,1998,44.7142
United Arab Emirates,ARE,1999,43.19212
United Arab Emirates,ARE,2000,47.76358
United Arab Emirates,ARE,2001,46.86198
United Arab Emirates,ARE,2002,47.50028
United Arab Emirates,ARE,2003,53.99032
United Arab Emirates,ARE,2004,61.5575
United Arab Emirates,ARE,2005,64.93693
United Arab Emirates,ARE,2006,65.54867
United Arab Emirates,ARE,2007,69.25909
United Arab Emirates,ARE,2008,75.82624
United Arab Emirates,ARE,2009,75.7255
United Arab Emirates,ARE,2010,74.81226
United Arab Emirates,ARE,2011,86.65062
United Arab Emirates,ARE,2012,93.45806
United Arab Emirates,ARE,2013,97.88423
United Arab Emirates,ARE,2014,89.87328
Uzbekistan,UZB,1994,19.76873
Uzbekistan,UZB,1995,25.69198
Uzbekistan,UZB,1996,30.1816
Uzbekistan,UZB,1997,27.29812
Uzbekistan,UZB,1998,23.55065
Uzbekistan,UZB,1999,18.94198
Uzbekistan,UZB,2000,20.47183
Uzbekistan,UZB,2001,23.75157
Uzbekistan,UZB,2002,25.93944
Uzbekistan,UZB,2003,31.48662
Uzbekistan,UZB,2004,35.57765
Uzbekistan,UZB,2005,33.19236
Uzbekistan,UZB,2006,32.98124
Uzbekistan,UZB,2007,35.9861
Uzbekistan,UZB,2008,36.86543
Uzbekistan,UZB,2009,32.71187
Uzbekistan,UZB,2010,29.73351
Uzbekistan,UZB,2011,29.24256
Uzbekistan,UZB,2012,21.90199
Uzbekistan,UZB,2013,22.26064
Uzbekistan,UZB,2014,21.06669
Yemen,YEM,1990,30.12451
Yemen,YEM,1991,21.91852
Yemen,YEM,1992,18.05985
Yemen,YEM,1993,23.77681
Yemen,YEM,1994,41.14102
Yemen,YEM,1995,45.75813
Yemen,YEM,1996,42.30803
Yemen,YEM,1997,36.25948
Yemen,YEM,1998,25.94311
Yemen,YEM,1999,31.93741
Yemen,YEM,2000,42.32674
Yemen,YEM,2001,34.23174
Yemen,YEM,2002,30.62297
Yemen,YEM,2003,34.63495
Yemen,YEM,2004,31.9474
Yemen,YEM,2005,35.21998
Yemen,YEM,2006,38.33326
Yemen,YEM,2007,29.01382
Yemen,YEM,2008,34.33105
Yemen,YEM,2009,18.75406
Yemen,YEM,2010,27.61498
Yemen,YEM,2011,33.58265
Yemen,YEM,2012,29.81534
Yemen,YEM,2013,29.55554
