Entity,Code,Year,4_1_Libdem
Iran,IRN,1935,0.04
Iran,IRN,1936,0.04
Iran,IRN,1937,0.04
Iran,IRN,1938,0.04
Iran,IRN,1939,0.04
Iran,IRN,1940,0.041
Iran,IRN,1941,0.05
Iran,IRN,1942,0.085
Iran,IRN,1943,0.087
Iran,IRN,1944,0.093
Iran,IRN,1945,0.102
Iran,IRN,1946,0.102
Iran,IRN,1947,0.102
Iran,IRN,1948,0.101
Iran,IRN,1949,0.101
Iran,IRN,1950,0.115
Iran,IRN,1951,0.124
Iran,IRN,1952,0.129
Iran,IRN,1953,0.088
Iran,IRN,1954,0.063
Iran,IRN,1955,0.073
Iran,IRN,1956,0.064
Iran,IRN,1957,0.065
Iran,IRN,1958,0.065
Iran,IRN,1959,0.064
Iran,IRN,1960,0.067
Iran,IRN,1961,0.068
Iran,IRN,1962,0.072
Iran,IRN,1963,0.074
Iran,IRN,1964,0.083
Iran,IRN,1965,0.083
Iran,IRN,1966,0.083
Iran,IRN,1967,0.083
Iran,IRN,1968,0.086
Iran,IRN,1969,0.086
Iran,IRN,1970,0.086
Iran,IRN,1971,0.086
Iran,IRN,1972,0.086
Iran,IRN,1973,0.087
Iran,IRN,1974,0.087
Iran,IRN,1975,0.083
Iran,IRN,1976,0.083
Iran,IRN,1977,0.083
Iran,IRN,1978,0.084
Iran,IRN,1979,0.079
Iran,IRN,1980,0.09
Iran,IRN,1981,0.097
Iran,IRN,1982,0.093
Iran,IRN,1983,0.086
Iran,IRN,1984,0.092
Iran,IRN,1985,0.093
Iran,IRN,1986,0.094
Iran,IRN,1987,0.107
Iran,IRN,1988,0.108
Iran,IRN,1989,0.111
Iran,IRN,1990,0.114
Iran,IRN,1991,0.113
Iran,IRN,1992,0.112
Iran,IRN,1993,0.122
Iran,IRN,1994,0.125
Iran,IRN,1995,0.126
Iran,IRN,1996,0.128
Iran,IRN,1997,0.156
Iran,IRN,1998,0.168
Iran,IRN,1999,0.169
Iran,IRN,2000,0.173
Iran,IRN,2001,0.165
Iran,IRN,2002,0.164
Iran,IRN,2003,0.164
Iran,IRN,2004,0.156
Iran,IRN,2005,0.145
Iran,IRN,2006,0.138
Iran,IRN,2007,0.138
Iran,IRN,2008,0.137
Iran,IRN,2009,0.133
Iran,IRN,2010,0.132
Iran,IRN,2011,0.133
Iran,IRN,2012,0.138
Iran,IRN,2013,0.15
Iran,IRN,2014,0.152
Iran,IRN,2015,0.153
Iran,IRN,2016,0.156
Iran,IRN,2017,0.151
Iran,IRN,2018,0.149
Iran,IRN,2019,0.146
Iran,IRN,2020,0.143
Iran,IRN,2021,0.116
Iran,IRN,2022,0.105
Israel,ISR,1789,0.031
Israel,ISR,1790,0.031
Israel,ISR,1791,0.031
Israel,ISR,1792,0.031
Israel,ISR,1793,0.031
Israel,ISR,1794,0.031
Israel,ISR,1795,0.031
Israel,ISR,1796,0.031
Israel,ISR,1797,0.031
Israel,ISR,1798,0.031
Israel,ISR,1799,0.031
Israel,ISR,1800,0.031
Israel,ISR,1801,0.031
Israel,ISR,1802,0.031
Israel,ISR,1803,0.031
Israel,ISR,1804,0.031
Israel,ISR,1805,0.031
Israel,ISR,1806,0.031
Israel,ISR,1807,0.031
Israel,ISR,1808,0.03
Israel,ISR,1809,0.03
Israel,ISR,1810,0.03
Israel,ISR,1811,0.03
Israel,ISR,1812,0.03
Israel,ISR,1813,0.03
Israel,ISR,1814,0.03
Israel,ISR,1815,0.03
Israel,ISR,1816,0.03
Israel,ISR,1817,0.03
Israel,ISR,1818,0.03
Israel,ISR,1819,0.03
Israel,ISR,1820,0.03
Israel,ISR,1821,0.03
Israel,ISR,1822,0.03
Israel,ISR,1823,0.03
Israel,ISR,1824,0.03
Israel,ISR,1825,0.03
Israel,ISR,1826,0.03
Israel,ISR,1827,0.03
Israel,ISR,1828,0.03
Israel,ISR,1829,0.03
Israel,ISR,1830,0.031
Israel,ISR,1831,0.031
Israel,ISR,1832,0.031
Israel,ISR,1833,0.031
Israel,ISR,1834,0.031
Israel,ISR,1835,0.031
Israel,ISR,1836,0.031
Israel,ISR,1837,0.031
Israel,ISR,1838,0.031
Israel,ISR,1839,0.041
Israel,ISR,1840,0.046
Israel,ISR,1841,0.046
Israel,ISR,1842,0.046
Israel,ISR,1843,0.046
Israel,ISR,1844,0.046
Israel,ISR,1845,0.046
Israel,ISR,1846,0.046
Israel,ISR,1847,0.046
Israel,ISR,1848,0.046
Israel,ISR,1849,0.046
Israel,ISR,1850,0.046
Israel,ISR,1851,0.046
Israel,ISR,1852,0.046
Israel,ISR,1853,0.046
Israel,ISR,1854,0.046
Israel,ISR,1855,0.046
Israel,ISR,1856,0.046
Israel,ISR,1857,0.047
Israel,ISR,1858,0.048
Israel,ISR,1859,0.048
Israel,ISR,1860,0.049
Israel,ISR,1861,0.049
Israel,ISR,1862,0.049
Israel,ISR,1863,0.049
Israel,ISR,1864,0.049
Israel,ISR,1865,0.049
Israel,ISR,1866,0.049
Israel,ISR,1867,0.049
Israel,ISR,1868,0.058
Israel,ISR,1869,0.058
Israel,ISR,1870,0.058
Israel,ISR,1871,0.058
Israel,ISR,1872,0.058
Israel,ISR,1873,0.058
Israel,ISR,1874,0.058
Israel,ISR,1875,0.058
Israel,ISR,1876,0.076
Israel,ISR,1877,0.061
Israel,ISR,1878,0.04
Israel,ISR,1879,0.04
Israel,ISR,1880,0.036
Israel,ISR,1881,0.036
Israel,ISR,1882,0.036
Israel,ISR,1883,0.036
Israel,ISR,1884,0.036
Israel,ISR,1885,0.036
Israel,ISR,1886,0.036
Israel,ISR,1887,0.036
Israel,ISR,1888,0.036
Israel,ISR,1889,0.036
Israel,ISR,1890,0.037
Israel,ISR,1891,0.037
Israel,ISR,1892,0.037
Israel,ISR,1893,0.037
Israel,ISR,1894,0.037
Israel,ISR,1895,0.037
Israel,ISR,1896,0.037
Israel,ISR,1897,0.037
Israel,ISR,1898,0.037
Israel,ISR,1899,0.037
Israel,ISR,1900,0.037
Israel,ISR,1901,0.037
Israel,ISR,1902,0.037
Israel,ISR,1903,0.037
Israel,ISR,1904,0.037
Israel,ISR,1905,0.037
Israel,ISR,1906,0.037
Israel,ISR,1907,0.038
Israel,ISR,1908,0.066
Israel,ISR,1909,0.115
Israel,ISR,1910,0.113
Israel,ISR,1911,0.107
Israel,ISR,1912,0.101
Israel,ISR,1913,0.066
Israel,ISR,1914,0.06
Israel,ISR,1915,0.054
Israel,ISR,1916,0.054
Israel,ISR,1917,0.054
Israel,ISR,1918,0.057
Israel,ISR,1919,0.088
Israel,ISR,1948,0.296
Israel,ISR,1949,0.489
Israel,ISR,1950,0.503
Israel,ISR,1951,0.504
Israel,ISR,1952,0.505
Israel,ISR,1953,0.496
Israel,ISR,1954,0.506
Israel,ISR,1955,0.509
Israel,ISR,1956,0.512
Israel,ISR,1957,0.516
Israel,ISR,1958,0.516
Israel,ISR,1959,0.504
Israel,ISR,1960,0.532
Israel,ISR,1961,0.539
Israel,ISR,1962,0.542
Israel,ISR,1963,0.542
Israel,ISR,1964,0.547
Israel,ISR,1965,0.536
Israel,ISR,1966,0.552
Israel,ISR,1967,0.573
Israel,ISR,1968,0.578
Israel,ISR,1969,0.582
Israel,ISR,1970,0.596
Israel,ISR,1971,0.596
Israel,ISR,1972,0.611
Israel,ISR,1973,0.617
Israel,ISR,1974,0.67
Israel,ISR,1975,0.67
Israel,ISR,1976,0.672
Israel,ISR,1977,0.674
Israel,ISR,1978,0.685
Israel,ISR,1979,0.685
Israel,ISR,1980,0.685
Israel,ISR,1981,0.685
Israel,ISR,1982,0.685
Israel,ISR,1983,0.685
Israel,ISR,1984,0.679
Israel,ISR,1985,0.672
Israel,ISR,1986,0.68
Israel,ISR,1987,0.686
Israel,ISR,1988,0.679
Israel,ISR,1989,0.691
Israel,ISR,1990,0.691
Israel,ISR,1991,0.694
Israel,ISR,1992,0.684
Israel,ISR,1993,0.686
Israel,ISR,1994,0.691
Israel,ISR,1995,0.691
Israel,ISR,1996,0.691
Israel,ISR,1997,0.692
Israel,ISR,1998,0.692
Israel,ISR,1999,0.693
Israel,ISR,2000,0.696
Israel,ISR,2001,0.689
Israel,ISR,2002,0.686
Israel,ISR,2003,0.683
Israel,ISR,2004,0.683
Israel,ISR,2005,0.683
Israel,ISR,2006,0.687
Israel,ISR,2007,0.683
Israel,ISR,2008,0.683
Israel,ISR,2009,0.685
Israel,ISR,2010,0.679
Israel,ISR,2011,0.679
Israel,ISR,2012,0.679
Israel,ISR,2013,0.656
Israel,ISR,2014,0.655
Israel,ISR,2015,0.649
Israel,ISR,2016,0.642
Israel,ISR,2017,0.629
Israel,ISR,2018,0.626
Israel,ISR,2019,0.623
Israel,ISR,2020,0.645
Israel,ISR,2021,0.651
Israel,ISR,2022,0.65
Jordan,JOR,1922,0.093
Jordan,JOR,1923,0.093
Jordan,JOR,1924,0.098
Jordan,JOR,1925,0.098
Jordan,JOR,1926,0.098
Jordan,JOR,1927,0.098
Jordan,JOR,1928,0.098
Jordan,JOR,1929,0.146
Jordan,JOR,1930,0.151
Jordan,JOR,1931,0.151
Jordan,JOR,1932,0.151
Jordan,JOR,1933,0.149
Jordan,JOR,1934,0.149
Jordan,JOR,1935,0.152
Jordan,JOR,1936,0.152
Jordan,JOR,1937,0.152
Jordan,JOR,1938,0.152
Jordan,JOR,1939,0.152
Jordan,JOR,1940,0.151
Jordan,JOR,1941,0.151
Jordan,JOR,1942,0.151
Jordan,JOR,1943,0.151
Jordan,JOR,1944,0.151
Jordan,JOR,1945,0.151
Jordan,JOR,1946,0.152
Jordan,JOR,1947,0.155
Jordan,JOR,1948,0.161
Jordan,JOR,1949,0.161
Jordan,JOR,1950,0.163
Jordan,JOR,1951,0.162
Jordan,JOR,1952,0.176
Jordan,JOR,1953,0.175
Jordan,JOR,1954,0.171
Jordan,JOR,1955,0.173
Jordan,JOR,1956,0.178
Jordan,JOR,1957,0.165
Jordan,JOR,1958,0.159
Jordan,JOR,1959,0.159
Jordan,JOR,1960,0.158
Jordan,JOR,1961,0.158
Jordan,JOR,1962,0.162
Jordan,JOR,1963,0.162
Jordan,JOR,1964,0.16
Jordan,JOR,1965,0.16
Jordan,JOR,1966,0.16
Jordan,JOR,1967,0.158
Jordan,JOR,1968,0.157
Jordan,JOR,1969,0.157
Jordan,JOR,1970,0.158
Jordan,JOR,1971,0.161
Jordan,JOR,1972,0.157
Jordan,JOR,1973,0.157
Jordan,JOR,1974,0.157
Jordan,JOR,1975,0.111
Jordan,JOR,1976,0.111
Jordan,JOR,1977,0.111
Jordan,JOR,1978,0.111
Jordan,JOR,1979,0.111
Jordan,JOR,1980,0.118
Jordan,JOR,1981,0.118
Jordan,JOR,1982,0.118
Jordan,JOR,1983,0.118
Jordan,JOR,1984,0.162
Jordan,JOR,1985,0.171
Jordan,JOR,1986,0.171
Jordan,JOR,1987,0.171
Jordan,JOR,1988,0.171
Jordan,JOR,1989,0.177
Jordan,JOR,1990,0.199
Jordan,JOR,1991,0.2
Jordan,JOR,1992,0.2
Jordan,JOR,1993,0.202
Jordan,JOR,1994,0.2
Jordan,JOR,1995,0.2
Jordan,JOR,1996,0.2
Jordan,JOR,1997,0.199
Jordan,JOR,1998,0.198
Jordan,JOR,1999,0.199
Jordan,JOR,2000,0.132
Jordan,JOR,2001,0.132
Jordan,JOR,2002,0.132
Jordan,JOR,2003,0.154
Jordan,JOR,2004,0.204
Jordan,JOR,2005,0.207
Jordan,JOR,2006,0.207
Jordan,JOR,2007,0.207
Jordan,JOR,2008,0.208
Jordan,JOR,2009,0.209
Jordan,JOR,2010,0.212
Jordan,JOR,2011,0.216
Jordan,JOR,2012,0.219
Jordan,JOR,2013,0.22
Jordan,JOR,2014,0.223
Jordan,JOR,2015,0.222
Jordan,JOR,2016,0.197
Jordan,JOR,2017,0.234
Jordan,JOR,2018,0.242
Jordan,JOR,2019,0.241
Jordan,JOR,2020,0.241
Jordan,JOR,2021,0.255
Jordan,JOR,2022,0.249
Kazakhstan,KAZ,1789,0.014
Kazakhstan,KAZ,1790,0.014
Kazakhstan,KAZ,1791,0.014
Kazakhstan,KAZ,1792,0.014
Kazakhstan,KAZ,1793,0.014
Kazakhstan,KAZ,1794,0.014
Kazakhstan,KAZ,1795,0.014
Kazakhstan,KAZ,1796,0.014
Kazakhstan,KAZ,1797,0.014
Kazakhstan,KAZ,1798,0.014
Kazakhstan,KAZ,1799,0.014
Kazakhstan,KAZ,1800,0.014
Kazakhstan,KAZ,1801,0.015
Kazakhstan,KAZ,1802,0.015
Kazakhstan,KAZ,1803,0.015
Kazakhstan,KAZ,1804,0.015
Kazakhstan,KAZ,1805,0.015
Kazakhstan,KAZ,1806,0.015
Kazakhstan,KAZ,1807,0.015
Kazakhstan,KAZ,1808,0.015
Kazakhstan,KAZ,1809,0.015
Kazakhstan,KAZ,1810,0.015
Kazakhstan,KAZ,1811,0.015
Kazakhstan,KAZ,1812,0.015
Kazakhstan,KAZ,1813,0.015
Kazakhstan,KAZ,1814,0.015
Kazakhstan,KAZ,1815,0.015
Kazakhstan,KAZ,1816,0.015
Kazakhstan,KAZ,1817,0.015
Kazakhstan,KAZ,1818,0.015
Kazakhstan,KAZ,1819,0.015
Kazakhstan,KAZ,1820,0.015
Kazakhstan,KAZ,1821,0.015
Kazakhstan,KAZ,1822,0.014
Kazakhstan,KAZ,1823,0.014
Kazakhstan,KAZ,1824,0.014
Kazakhstan,KAZ,1825,0.014
Kazakhstan,KAZ,1826,0.014
Kazakhstan,KAZ,1827,0.014
Kazakhstan,KAZ,1828,0.014
Kazakhstan,KAZ,1829,0.014
Kazakhstan,KAZ,1830,0.014
Kazakhstan,KAZ,1831,0.014
Kazakhstan,KAZ,1832,0.014
Kazakhstan,KAZ,1833,0.015
Kazakhstan,KAZ,1834,0.015
Kazakhstan,KAZ,1835,0.015
Kazakhstan,KAZ,1836,0.015
Kazakhstan,KAZ,1837,0.015
Kazakhstan,KAZ,1838,0.015
Kazakhstan,KAZ,1839,0.015
Kazakhstan,KAZ,1840,0.015
Kazakhstan,KAZ,1841,0.015
Kazakhstan,KAZ,1842,0.015
Kazakhstan,KAZ,1843,0.015
Kazakhstan,KAZ,1844,0.015
Kazakhstan,KAZ,1845,0.015
Kazakhstan,KAZ,1846,0.015
Kazakhstan,KAZ,1847,0.015
Kazakhstan,KAZ,1848,0.016
Kazakhstan,KAZ,1849,0.016
Kazakhstan,KAZ,1850,0.016
Kazakhstan,KAZ,1851,0.016
Kazakhstan,KAZ,1852,0.016
Kazakhstan,KAZ,1853,0.016
Kazakhstan,KAZ,1854,0.016
Kazakhstan,KAZ,1855,0.028
Kazakhstan,KAZ,1856,0.028
Kazakhstan,KAZ,1857,0.028
Kazakhstan,KAZ,1858,0.028
Kazakhstan,KAZ,1859,0.028
Kazakhstan,KAZ,1860,0.028
Kazakhstan,KAZ,1861,0.032
Kazakhstan,KAZ,1862,0.032
Kazakhstan,KAZ,1863,0.033
Kazakhstan,KAZ,1864,0.068
Kazakhstan,KAZ,1865,0.083
Kazakhstan,KAZ,1866,0.091
Kazakhstan,KAZ,1867,0.093
Kazakhstan,KAZ,1868,0.093
Kazakhstan,KAZ,1869,0.093
Kazakhstan,KAZ,1870,0.094
Kazakhstan,KAZ,1871,0.094
Kazakhstan,KAZ,1872,0.094
Kazakhstan,KAZ,1873,0.094
Kazakhstan,KAZ,1874,0.097
Kazakhstan,KAZ,1875,0.097
Kazakhstan,KAZ,1876,0.097
Kazakhstan,KAZ,1877,0.097
Kazakhstan,KAZ,1878,0.056
Kazakhstan,KAZ,1879,0.056
Kazakhstan,KAZ,1880,0.056
Kazakhstan,KAZ,1881,0.038
Kazakhstan,KAZ,1882,0.038
Kazakhstan,KAZ,1883,0.038
Kazakhstan,KAZ,1884,0.038
Kazakhstan,KAZ,1885,0.041
Kazakhstan,KAZ,1886,0.041
Kazakhstan,KAZ,1887,0.041
Kazakhstan,KAZ,1888,0.041
Kazakhstan,KAZ,1889,0.041
Kazakhstan,KAZ,1890,0.041
Kazakhstan,KAZ,1891,0.041
Kazakhstan,KAZ,1892,0.041
Kazakhstan,KAZ,1893,0.041
Kazakhstan,KAZ,1894,0.048
Kazakhstan,KAZ,1895,0.048
Kazakhstan,KAZ,1896,0.048
Kazakhstan,KAZ,1897,0.046
Kazakhstan,KAZ,1898,0.046
Kazakhstan,KAZ,1899,0.047
Kazakhstan,KAZ,1900,0.04
Kazakhstan,KAZ,1901,0.039
Kazakhstan,KAZ,1902,0.04
Kazakhstan,KAZ,1903,0.04
Kazakhstan,KAZ,1904,0.04
Kazakhstan,KAZ,1905,0.038
Kazakhstan,KAZ,1906,0.059
Kazakhstan,KAZ,1907,0.064
Kazakhstan,KAZ,1908,0.071
Kazakhstan,KAZ,1909,0.073
Kazakhstan,KAZ,1910,0.072
Kazakhstan,KAZ,1911,0.073
Kazakhstan,KAZ,1912,0.073
Kazakhstan,KAZ,1913,0.073
Kazakhstan,KAZ,1914,0.072
Kazakhstan,KAZ,1915,0.07
Kazakhstan,KAZ,1916,0.069
Kazakhstan,KAZ,1917,0.064
Kazakhstan,KAZ,1918,0.028
Kazakhstan,KAZ,1919,0.022
Kazakhstan,KAZ,1920,0.021
Kazakhstan,KAZ,1921,0.021
Kazakhstan,KAZ,1922,0.021
Kazakhstan,KAZ,1923,0.021
Kazakhstan,KAZ,1924,0.018
Kazakhstan,KAZ,1925,0.018
Kazakhstan,KAZ,1926,0.018
Kazakhstan,KAZ,1927,0.017
Kazakhstan,KAZ,1928,0.018
Kazakhstan,KAZ,1929,0.017
Kazakhstan,KAZ,1930,0.017
Kazakhstan,KAZ,1931,0.017
Kazakhstan,KAZ,1932,0.017
Kazakhstan,KAZ,1933,0.016
Kazakhstan,KAZ,1934,0.016
Kazakhstan,KAZ,1935,0.016
Kazakhstan,KAZ,1936,0.016
Kazakhstan,KAZ,1937,0.016
Kazakhstan,KAZ,1938,0.014
Kazakhstan,KAZ,1939,0.014
Kazakhstan,KAZ,1940,0.014
Kazakhstan,KAZ,1941,0.014
Kazakhstan,KAZ,1942,0.014
Kazakhstan,KAZ,1943,0.014
Kazakhstan,KAZ,1944,0.014
Kazakhstan,KAZ,1945,0.014
Kazakhstan,KAZ,1946,0.015
Kazakhstan,KAZ,1947,0.015
Kazakhstan,KAZ,1948,0.014
Kazakhstan,KAZ,1949,0.014
Kazakhstan,KAZ,1950,0.015
Kazakhstan,KAZ,1951,0.015
Kazakhstan,KAZ,1952,0.015
Kazakhstan,KAZ,1953,0.015
Kazakhstan,KAZ,1954,0.021
Kazakhstan,KAZ,1955,0.021
Kazakhstan,KAZ,1956,0.023
Kazakhstan,KAZ,1957,0.023
Kazakhstan,KAZ,1958,0.024
Kazakhstan,KAZ,1959,0.024
Kazakhstan,KAZ,1960,0.024
Kazakhstan,KAZ,1961,0.025
Kazakhstan,KAZ,1962,0.023
Kazakhstan,KAZ,1963,0.023
Kazakhstan,KAZ,1964,0.023
Kazakhstan,KAZ,1965,0.023
Kazakhstan,KAZ,1966,0.023
Kazakhstan,KAZ,1967,0.023
Kazakhstan,KAZ,1968,0.023
Kazakhstan,KAZ,1969,0.023
Kazakhstan,KAZ,1970,0.024
Kazakhstan,KAZ,1971,0.025
Kazakhstan,KAZ,1972,0.025
Kazakhstan,KAZ,1973,0.025
Kazakhstan,KAZ,1974,0.025
Kazakhstan,KAZ,1975,0.025
Kazakhstan,KAZ,1976,0.025
Kazakhstan,KAZ,1977,0.025
Kazakhstan,KAZ,1978,0.025
Kazakhstan,KAZ,1979,0.025
Kazakhstan,KAZ,1980,0.028
Kazakhstan,KAZ,1981,0.028
Kazakhstan,KAZ,1982,0.028
Kazakhstan,KAZ,1983,0.027
Kazakhstan,KAZ,1984,0.027
Kazakhstan,KAZ,1985,0.029
Kazakhstan,KAZ,1986,0.036
Kazakhstan,KAZ,1987,0.041
Kazakhstan,KAZ,1988,0.042
Kazakhstan,KAZ,1989,0.061
Kazakhstan,KAZ,1991,0.169
Kazakhstan,KAZ,1992,0.172
Kazakhstan,KAZ,1993,0.179
Kazakhstan,KAZ,1994,0.174
Kazakhstan,KAZ,1995,0.152
Kazakhstan,KAZ,1996,0.139
Kazakhstan,KAZ,1997,0.141
Kazakhstan,KAZ,1998,0.14
Kazakhstan,KAZ,1999,0.134
Kazakhstan,KAZ,2000,0.133
Kazakhstan,KAZ,2001,0.129
Kazakhstan,KAZ,2002,0.127
Kazakhstan,KAZ,2003,0.123
Kazakhstan,KAZ,2004,0.124
Kazakhstan,KAZ,2005,0.125
Kazakhstan,KAZ,2006,0.126
Kazakhstan,KAZ,2007,0.126
Kazakhstan,KAZ,2008,0.127
Kazakhstan,KAZ,2009,0.127
Kazakhstan,KAZ,2010,0.124
Kazakhstan,KAZ,2011,0.123
Kazakhstan,KAZ,2012,0.116
Kazakhstan,KAZ,2013,0.113
Kazakhstan,KAZ,2014,0.114
Kazakhstan,KAZ,2015,0.114
Kazakhstan,KAZ,2016,0.118
Kazakhstan,KAZ,2017,0.115
Kazakhstan,KAZ,2018,0.111
Kazakhstan,KAZ,2019,0.116
Kazakhstan,KAZ,2020,0.12
Kazakhstan,KAZ,2021,0.127
Kazakhstan,KAZ,2022,0.14
Kuwait,KWT,1900,0.107
Kuwait,KWT,1901,0.107
Kuwait,KWT,1902,0.107
Kuwait,KWT,1903,0.107
Kuwait,KWT,1904,0.107
Kuwait,KWT,1905,0.107
Kuwait,KWT,1906,0.107
Kuwait,KWT,1907,0.107
Kuwait,KWT,1908,0.107
Kuwait,KWT,1909,0.107
Kuwait,KWT,1910,0.109
Kuwait,KWT,1911,0.11
Kuwait,KWT,1912,0.11
Kuwait,KWT,1913,0.11
Kuwait,KWT,1914,0.11
Kuwait,KWT,1915,0.11
Kuwait,KWT,1916,0.11
Kuwait,KWT,1917,0.11
Kuwait,KWT,1918,0.11
Kuwait,KWT,1919,0.111
Kuwait,KWT,1920,0.111
Kuwait,KWT,1921,0.11
Kuwait,KWT,1922,0.11
Kuwait,KWT,1923,0.11
Kuwait,KWT,1924,0.11
Kuwait,KWT,1925,0.11
Kuwait,KWT,1926,0.11
Kuwait,KWT,1927,0.11
Kuwait,KWT,1928,0.11
Kuwait,KWT,1929,0.11
Kuwait,KWT,1930,0.11
Kuwait,KWT,1931,0.11
Kuwait,KWT,1932,0.11
Kuwait,KWT,1933,0.11
Kuwait,KWT,1934,0.11
Kuwait,KWT,1935,0.11
Kuwait,KWT,1936,0.11
Kuwait,KWT,1937,0.11
Kuwait,KWT,1938,0.11
Kuwait,KWT,1939,0.11
Kuwait,KWT,1940,0.113
Kuwait,KWT,1941,0.113
Kuwait,KWT,1942,0.113
Kuwait,KWT,1943,0.113
Kuwait,KWT,1944,0.113
Kuwait,KWT,1945,0.113
Kuwait,KWT,1946,0.113
Kuwait,KWT,1947,0.113
Kuwait,KWT,1948,0.113
Kuwait,KWT,1949,0.113
Kuwait,KWT,1950,0.116
Kuwait,KWT,1951,0.115
Kuwait,KWT,1952,0.115
Kuwait,KWT,1953,0.115
Kuwait,KWT,1954,0.115
Kuwait,KWT,1955,0.116
Kuwait,KWT,1956,0.116
Kuwait,KWT,1957,0.116
Kuwait,KWT,1958,0.116
Kuwait,KWT,1959,0.116
Kuwait,KWT,1960,0.124
Kuwait,KWT,1961,0.178
Kuwait,KWT,1962,0.217
Kuwait,KWT,1963,0.257
Kuwait,KWT,1964,0.257
Kuwait,KWT,1965,0.26
Kuwait,KWT,1966,0.286
Kuwait,KWT,1967,0.271
Kuwait,KWT,1968,0.271
Kuwait,KWT,1969,0.271
Kuwait,KWT,1970,0.272
Kuwait,KWT,1971,0.283
Kuwait,KWT,1972,0.284
Kuwait,KWT,1973,0.28
Kuwait,KWT,1974,0.28
Kuwait,KWT,1975,0.278
Kuwait,KWT,1976,0.134
Kuwait,KWT,1977,0.132
Kuwait,KWT,1978,0.132
Kuwait,KWT,1979,0.132
Kuwait,KWT,1980,0.131
Kuwait,KWT,1981,0.267
Kuwait,KWT,1982,0.275
Kuwait,KWT,1983,0.275
Kuwait,KWT,1984,0.275
Kuwait,KWT,1985,0.273
Kuwait,KWT,1986,0.132
Kuwait,KWT,1987,0.13
Kuwait,KWT,1988,0.128
Kuwait,KWT,1989,0.128
Kuwait,KWT,1990,0.116
Kuwait,KWT,1991,0.121
Kuwait,KWT,1992,0.246
Kuwait,KWT,1993,0.278
Kuwait,KWT,1994,0.278
Kuwait,KWT,1995,0.278
Kuwait,KWT,1996,0.279
Kuwait,KWT,1997,0.28
Kuwait,KWT,1998,0.28
Kuwait,KWT,1999,0.279
Kuwait,KWT,2000,0.279
Kuwait,KWT,2001,0.271
Kuwait,KWT,2002,0.274
Kuwait,KWT,2003,0.277
Kuwait,KWT,2004,0.278
Kuwait,KWT,2005,0.299
Kuwait,KWT,2006,0.299
Kuwait,KWT,2007,0.297
Kuwait,KWT,2008,0.297
Kuwait,KWT,2009,0.298
Kuwait,KWT,2010,0.299
Kuwait,KWT,2011,0.298
Kuwait,KWT,2012,0.292
Kuwait,KWT,2013,0.291
Kuwait,KWT,2014,0.293
Kuwait,KWT,2015,0.291
Kuwait,KWT,2016,0.294
Kuwait,KWT,2017,0.302
Kuwait,KWT,2018,0.299
Kuwait,KWT,2019,0.301
Kuwait,KWT,2020,0.297
Kuwait,KWT,2021,0.29
Kuwait,KWT,2022,0.301
Kyrgyzstan,KGZ,1876,0.097
Kyrgyzstan,KGZ,1877,0.097
Kyrgyzstan,KGZ,1878,0.056
Kyrgyzstan,KGZ,1879,0.056
Kyrgyzstan,KGZ,1880,0.056
Kyrgyzstan,KGZ,1881,0.038
Kyrgyzstan,KGZ,1882,0.038
Kyrgyzstan,KGZ,1883,0.038
Kyrgyzstan,KGZ,1884,0.038
Kyrgyzstan,KGZ,1885,0.041
Kyrgyzstan,KGZ,1886,0.041
Kyrgyzstan,KGZ,1887,0.041
Kyrgyzstan,KGZ,1888,0.041
Kyrgyzstan,KGZ,1889,0.041
Kyrgyzstan,KGZ,1890,0.041
Kyrgyzstan,KGZ,1891,0.041
Kyrgyzstan,KGZ,1892,0.041
Kyrgyzstan,KGZ,1893,0.041
Kyrgyzstan,KGZ,1894,0.048
Kyrgyzstan,KGZ,1895,0.048
Kyrgyzstan,KGZ,1896,0.048
Kyrgyzstan,KGZ,1897,0.046
Kyrgyzstan,KGZ,1898,0.046
Kyrgyzstan,KGZ,1899,0.047
Kyrgyzstan,KGZ,1900,0.04
Kyrgyzstan,KGZ,1901,0.039
Kyrgyzstan,KGZ,1902,0.04
Kyrgyzstan,KGZ,1903,0.04
Kyrgyzstan,KGZ,1904,0.04
Kyrgyzstan,KGZ,1905,0.038
Kyrgyzstan,KGZ,1906,0.059
Kyrgyzstan,KGZ,1907,0.064
Kyrgyzstan,KGZ,1908,0.071
Kyrgyzstan,KGZ,1909,0.073
Kyrgyzstan,KGZ,1910,0.072
Kyrgyzstan,KGZ,1911,0.073
Kyrgyzstan,KGZ,1912,0.073
Kyrgyzstan,KGZ,1913,0.073
Kyrgyzstan,KGZ,1914,0.072
Kyrgyzstan,KGZ,1915,0.07
Kyrgyzstan,KGZ,1916,0.069
Kyrgyzstan,KGZ,1917,0.064
Kyrgyzstan,KGZ,1918,0.028
Kyrgyzstan,KGZ,1919,0.022
Kyrgyzstan,KGZ,1920,0.021
Kyrgyzstan,KGZ,1921,0.021
Kyrgyzstan,KGZ,1922,0.021
Kyrgyzstan,KGZ,1923,0.021
Kyrgyzstan,KGZ,1924,0.018
Kyrgyzstan,KGZ,1925,0.018
Kyrgyzstan,KGZ,1926,0.018
Kyrgyzstan,KGZ,1927,0.017
Kyrgyzstan,KGZ,1928,0.018
Kyrgyzstan,KGZ,1929,0.017
