Entity,Code,Year,1_1_Fertilizer_kg_ha
Turkey,TUR,1982,60.32319641
Turkey,TUR,1983,70.20825958
Turkey,TUR,1984,62.89086533
Turkey,TUR,1985,58.0158577
Turkey,TUR,1986,61.85760117
Turkey,TUR,1987,71.21662903
Turkey,TUR,1988,65.11772919
Turkey,TUR,1989,72.27387238
Turkey,TUR,1990,76.58213806
Turkey,TUR,1991,71.79376221
Turkey,TUR,1992,78.63066101
Turkey,TUR,1993,90.15154266
Turkey,TUR,1994,61.01343918
Turkey,TUR,1995,68.97006226
Turkey,TUR,1996,73.39887238
Turkey,TUR,1997,75.14096069
Turkey,TUR,1998,89.23033142
Turkey,TUR,1999,90.33943176
Turkey,TUR,2000,87.66943359
Turkey,TUR,2001,70.19184113
Turkey,TUR,2002,72.79595184
Turkey,TUR,2003,84.2946701
Turkey,TUR,2004,85.62754059
Turkey,TUR,2005,86.75933838
Turkey,TUR,2006,91.83734131
Turkey,TUR,2007,90.34046173
Turkey,TUR,2008,71.9724884
Turkey,TUR,2009,104.5661545
Turkey,TUR,2010,98.37565613
Turkey,TUR,2011,89.94113922
Turkey,TUR,2012,100.346405
Turkey,TUR,2013,112.3813553
Turkey,TUR,2014,105.3307877
Turkey,TUR,2015,106.6700211
Turkey,TUR,2016,137.7332916
Turkey,TUR,2017,132.2298737
Turkey,TUR,2018,109.7276306
United Arab Emirates,ARE,1972,79.57142639
United Arab Emirates,ARE,1973,66.25
United Arab Emirates,ARE,1974,79.8888855
United Arab Emirates,ARE,1975,81.8181839
United Arab Emirates,ARE,1976,100
United Arab Emirates,ARE,1977,75
United Arab Emirates,ARE,1978,126.1666641
United Arab Emirates,ARE,1979,291.6666565
United Arab Emirates,ARE,1980,190.875
United Arab Emirates,ARE,1981,192.3684235
United Arab Emirates,ARE,1982,211.6111145
United Arab Emirates,ARE,1983,199.782608
United Arab Emirates,ARE,1984,113.9583359
United Arab Emirates,ARE,1985,143.3461609
United Arab Emirates,ARE,1986,49.65517426
United Arab Emirates,ARE,1987,107.5862045
United Arab Emirates,ARE,1988,186.2068939
United Arab Emirates,ARE,1989,417.9310303
United Arab Emirates,ARE,1990,357.1428528
United Arab Emirates,ARE,1991,499.1428528
United Arab Emirates,ARE,1992,586.8421021
United Arab Emirates,ARE,1993,692.5
United Arab Emirates,ARE,1994,700
United Arab Emirates,ARE,1995,744.1860352
United Arab Emirates,ARE,1996,700
United Arab Emirates,ARE,1997,717.777771
United Arab Emirates,ARE,1998,983.333313
United Arab Emirates,ARE,1999,841.8604736
United Arab Emirates,ARE,2000,585
United Arab Emirates,ARE,2001,492.9577332
United Arab Emirates,ARE,2002,644.7999878
United Arab Emirates,ARE,2003,755.625
United Arab Emirates,ARE,2004,767.6190186
United Arab Emirates,ARE,2005,667.0588379
United Arab Emirates,ARE,2006,834.3873291
United Arab Emirates,ARE,2007,940.5829468
United Arab Emirates,ARE,2008,798.6434326
United Arab Emirates,ARE,2009,623.0460815
United Arab Emirates,ARE,2010,737.3518066
United Arab Emirates,ARE,2011,900
United Arab Emirates,ARE,2012,848.2479858
United Arab Emirates,ARE,2013,1033.866699
United Arab Emirates,ARE,2014,629.1566162
United Arab Emirates,ARE,2015,714.9271851
United Arab Emirates,ARE,2016,708.5009155
United Arab Emirates,ARE,2017,708.5009155
United Arab Emirates,ARE,2018,745.3496704
Uzbekistan,UZB,1992,163.1649475
Uzbekistan,UZB,1993,142.250061
Uzbekistan,UZB,1994,105.8639221
Uzbekistan,UZB,1995,105.9217911
Uzbekistan,UZB,1996,99.41912079
Uzbekistan,UZB,1997,195.4657135
Uzbekistan,UZB,1998,184.1000519
Uzbekistan,UZB,1999,172.9850464
Uzbekistan,UZB,2000,163.2142792
Uzbekistan,UZB,2001,160.7453766
Uzbekistan,UZB,2002,160.3479004
Uzbekistan,UZB,2003,155.9055176
Uzbekistan,UZB,2004,141.8520203
Uzbekistan,UZB,2005,149.3015747
Uzbekistan,UZB,2006,165.2033234
Uzbekistan,UZB,2007,169.0571289
Uzbekistan,UZB,2008,175.8694153
Uzbekistan,UZB,2009,197.896698
Uzbekistan,UZB,2010,205.3894958
Uzbekistan,UZB,2011,213.0237122
Uzbekistan,UZB,2012,211.3861694
Uzbekistan,UZB,2013,232.7491913
Uzbekistan,UZB,2014,244.661972
Uzbekistan,UZB,2015,245.2569733
Uzbekistan,UZB,2016,250.2429352
Uzbekistan,UZB,2017,251.2376709
Uzbekistan,UZB,2018,251.9114227
Yemen,YEM,1966,0.011450382
Yemen,YEM,1967,0.015186029
Yemen,YEM,1968,0.026475038
Yemen,YEM,1969,0.406179339
Yemen,YEM,1970,0.075075075
Yemen,YEM,1971,0.298507452
Yemen,YEM,1972,0.527881026
Yemen,YEM,1973,0.899999976
Yemen,YEM,1974,1.06273067
Yemen,YEM,1975,4.447542191
Yemen,YEM,1976,2.239178181
Yemen,YEM,1977,2.156272888
Yemen,YEM,1978,8.131868362
Yemen,YEM,1979,10.71742344
Yemen,YEM,1980,8.286236763
Yemen,YEM,1981,8.760233879
Yemen,YEM,1982,9.046783447
Yemen,YEM,1983,11.40789509
Yemen,YEM,1984,14.23976612
Yemen,YEM,1985,13.62973785
Yemen,YEM,1986,11.79300308
Yemen,YEM,1987,6.773255825
Yemen,YEM,1988,12.9360466
Yemen,YEM,1989,12.61756134
Yemen,YEM,1990,14.74655247
Yemen,YEM,1991,12.82722473
Yemen,YEM,1992,10.59506512
Yemen,YEM,1993,6.781751156
Yemen,YEM,1994,7.191149235
Yemen,YEM,1995,8.022045135
Yemen,YEM,1996,4.918032646
Yemen,YEM,1997,12.00995636
Yemen,YEM,1998,11.25511551
Yemen,YEM,1999,9.750484467
Yemen,YEM,2000,9.836893082
Yemen,YEM,2001,11.11869049
Yemen,YEM,2002,8.197879791
Yemen,YEM,2003,4.496805191
Yemen,YEM,2004,13.66415119
Yemen,YEM,2005,3.808080912
Yemen,YEM,2006,8.423581123
Yemen,YEM,2007,21.40659332
Yemen,YEM,2008,14.6345377
Yemen,YEM,2009,12.04099083
Yemen,YEM,2010,19.45778465
Yemen,YEM,2011,12.40310097
Yemen,YEM,2012,16.02257538
Yemen,YEM,2013,30.37635231
Yemen,YEM,2014,22.43184853
Yemen,YEM,2015,1.815207481
Yemen,YEM,2016,18.98242378
Yemen,YEM,2017,13.48956871
Yemen,YEM,2018,3.832631826
