Entity,Code,Year,4_0_RichestShare
France,FRA,2007,26.246457500186597
France,FRA,2008,26.686758338552142
France,FRA,2009,26.107156611037507
France,FRA,2010,27.134892054248027
France,FRA,2011,26.93661000536834
France,FRA,2012,26.878587789470544
France,FRA,2013,26.39112199448691
France,FRA,2014,26.078388924169737
France,FRA,2015,26.636388222367703
France,FRA,2016,25.93054872238821
France,FRA,2017,25.80017061359388
France,FRA,2018,26.696358227159838
Gabon,GAB,2005,33.14599263935631
Gabon,GAB,2017,27.72601421987061
Gambia,GMB,1998,37.66425673355155
Gambia,GMB,2003,36.85387094222253
Gambia,GMB,2010,34.922320538429915
Gambia,GMB,2015,28.73220849658238
Georgia,GEO,1996,27.928534683136807
Georgia,GEO,1997,29.92168901454252
Georgia,GEO,1998,31.15947668567124
Georgia,GEO,1999,29.908986757330407
Georgia,GEO,2000,30.32733987423472
Georgia,GEO,2001,30.04167915195634
Georgia,GEO,2002,28.184883460688592
Georgia,GEO,2003,27.07794756663928
Georgia,GEO,2004,26.71370161000438
Georgia,GEO,2005,27.72485501955716
Georgia,GEO,2006,27.47204422757596
Georgia,GEO,2007,28.91273607019415
Georgia,GEO,2008,29.132117765860688
Georgia,GEO,2009,28.854521599976167
Georgia,GEO,2010,29.53558843282391
Georgia,GEO,2011,29.769099446874293
Georgia,GEO,2012,29.30123179088342
Georgia,GEO,2013,29.10572533148547
Georgia,GEO,2014,28.56371526021753
Georgia,GEO,2015,27.79185280760555
Georgia,GEO,2016,28.148164386116008
Georgia,GEO,2017,28.89744844364217
Georgia,GEO,2018,27.4545138606743
Georgia,GEO,2019,27.57642399213432
Georgia,GEO,2020,26.21028726406715
Germany,DEU,1991,23.1015658029396
Germany,DEU,1992,23.26779053259335
Germany,DEU,1993,22.94940956123559
Germany,DEU,1994,23.041983524757658
Germany,DEU,1995,22.99034626888836
Germany,DEU,1996,22.59438236148024
Germany,DEU,1997,22.41595850400723
Germany,DEU,1998,22.333317759730782
Germany,DEU,1999,23.18625037878766
Germany,DEU,2000,23.0478692787597
Germany,DEU,2001,23.947555978871378
Germany,DEU,2002,23.74613677762999
Germany,DEU,2003,23.96743524798422
Germany,DEU,2004,24.05902432587855
Germany,DEU,2005,25.294614908305018
Germany,DEU,2006,24.85428615976153
Germany,DEU,2007,25.210391340604687
Germany,DEU,2008,24.65018091219588
Germany,DEU,2009,24.02194393073345
Germany,DEU,2010,24.06612968517124
Germany,DEU,2011,24.63883005328164
Germany,DEU,2012,24.40782507919822
Germany,DEU,2013,24.913096921641937
Germany,DEU,2014,24.11844362879031
Germany,DEU,2015,24.82756833586463
Germany,DEU,2016,24.692373867829907
Germany,DEU,2017,24.557855250905742
Germany,DEU,2018,25.14413503923838
Ghana,GHA,1987,27.343475234875907
Ghana,GHA,1988,28.142361903074644
Ghana,GHA,1991,30.133824498867217
Ghana,GHA,1998,29.58911855727707
Ghana,GHA,2005,32.686183259890136
Ghana,GHA,2012,31.74761919600212
Ghana,GHA,2016,32.21116922336747
Greece,GRC,1995,27.32148180003204
Greece,GRC,2000,25.667716225460158
Greece,GRC,2003,24.583341420566292
Greece,GRC,2004,25.493936672272998
Greece,GRC,2005,26.32610557291233
Greece,GRC,2006,26.72561598866204
Greece,GRC,2007,26.023076107991137
Greece,GRC,2008,26.04849647063879
Greece,GRC,2009,26.0262657818633
Greece,GRC,2010,25.643938020811092
Greece,GRC,2011,25.62671628494248
Greece,GRC,2012,26.62021348740222
Greece,GRC,2013,26.43744364179837
Greece,GRC,2014,26.135933492932562
Greece,GRC,2015,26.23421332560782
Greece,GRC,2016,25.875954113937112
Greece,GRC,2017,25.875508680736033
Greece,GRC,2018,24.87431412739668
Greece,GRC,2019,24.90669069272111
Guatemala,GTM,1986,46.72727396028068
Guatemala,GTM,1989,46.78341391122897
Guatemala,GTM,2000,43.863782669723875
Guatemala,GTM,2006,43.20907939272587
Guatemala,GTM,2014,38.05048964560514
Guinea,GIN,1991,31.73566073608538
Guinea,GIN,1994,36.04530994522346
Guinea,GIN,2002,33.96448165022312
Guinea,GIN,2007,30.069129477353968
Guinea,GIN,2012,26.40958058613247
Guinea,GIN,2018,23.085350906632428
Guinea-Bissau,GNB,1993,34.396048324808
Guinea-Bissau,GNB,2002,28.058037723955348
Guinea-Bissau,GNB,2010,41.9998531702576
Guinea-Bissau,GNB,2018,27.60014048045868
Guyana,GUY,1998,34.44614714944984
Haiti,HTI,2001,47.823814957263586
Haiti,HTI,2012,31.197437252736336
Honduras,HND,1989,48.18161699502966
Honduras,HND,1990,45.46625354053881
Honduras,HND,1991,40.810348758461416
Honduras,HND,1992,41.36885013725249
Honduras,HND,1993,42.80124928623737
Honduras,HND,1994,43.496813858994635
Honduras,HND,1995,43.82114314786713
Honduras,HND,1996,43.70818170750865
Honduras,HND,1997,41.39526600409532
Honduras,HND,1998,44.623848978006855
Honduras,HND,1999,41.85264128777044
Honduras,HND,2001,41.57040328644982
Honduras,HND,2002,42.7132577813893
Honduras,HND,2003,45.05302665567258
Honduras,HND,2004,44.87460755497179
Honduras,HND,2005,46.12433523382385
Honduras,HND,2006,43.98653714287456
Honduras,HND,2007,43.07758121074232
Honduras,HND,2008,43.029564092143104
Honduras,HND,2009,38.40969150405416
Honduras,HND,2010,40.20407321544905
Honduras,HND,2011,39.74397572149604
Honduras,HND,2012,40.39715450118738
Honduras,HND,2013,36.950335151697814
Honduras,HND,2014,37.36828436329965
Honduras,HND,2015,36.60694645887901
Honduras,HND,2016,36.04951474976764
Honduras,HND,2017,36.55554815576687
Honduras,HND,2018,35.34019094345317
Honduras,HND,2019,34.6468080880749
Honduras - urban,,1986,43.255472507362654
Hungary,HUN,1987,19.00217040880026
Hungary,HUN,1989,21.628846130061
Hungary,HUN,1991,23.82363641486268
Hungary,HUN,1993,24.19461893100969
Hungary,HUN,1994,26.23711820399678
Hungary,HUN,1998,21.910440886402448
Hungary,HUN,1999,23.24817249233415
Hungary,HUN,2000,22.822995347288998
Hungary,HUN,2001,22.11799508450207
Hungary,HUN,2002,22.211550816764237
Hungary,HUN,2003,24.64956852707832
Hungary,HUN,2004,24.19818234861306
Hungary,HUN,2005,23.92807574403126
Hungary,HUN,2006,23.24329007256568
Hungary,HUN,2007,25.33546837458614
Hungary,HUN,2008,22.06016017171934
Hungary,HUN,2009,21.47397551310678
Hungary,HUN,2010,23.099941494789032
Hungary,HUN,2011,23.16473202877331
Hungary,HUN,2012,23.893437200826938
Hungary,HUN,2013,24.430857746459587
Hungary,HUN,2014,24.04285049915963
Hungary,HUN,2015,23.790870548277272
Hungary,HUN,2016,23.81775579853631
Hungary,HUN,2017,23.90395438332365
Hungary,HUN,2018,23.23576149051689
Hungary,HUN,2019,23.33005534347981
Iceland,ISL,2003,22.635889854094078
Iceland,ISL,2004,23.73969788269647
Iceland,ISL,2005,24.35893927111594
Iceland,ISL,2006,25.385092773931827
Iceland,ISL,2007,24.78372560740538
Iceland,ISL,2008,27.07789641076766
Iceland,ISL,2009,24.00499588175587
Iceland,ISL,2010,22.01897108458604
Iceland,ISL,2011,22.138319771572988
Iceland,ISL,2012,22.075590296768098
Iceland,ISL,2013,21.32523553320628
Iceland,ISL,2014,23.482727363608248
Iceland,ISL,2015,22.51138092195511
Iceland,ISL,2016,22.76521804475718
Iceland,ISL,2017,22.06329368020922
India,IND,1977,27.50758994209084
India,IND,1983,26.41488695813174
India,IND,1987,27.534790576704182
India,IND,1993,26.66824100980147
India,IND,2004,29.1505008506603
India,IND,2009,29.962316295082182
India,IND,2011,30.142651356925672
India,IND,2015,29.729286559122496
India,IND,2016,29.71173535603338
India,IND,2017,30.49848688442573
India,IND,2018,28.378772696702192
India,IND,2019,30.62390803334367
India - rural,,1977,29.136866271768742
India - rural,,1983,24.92403565265936
India - rural,,1987,25.491620691780746
India - rural,,1993,24.420606113045277
India - rural,,2004,26.409314406672728
India - rural,,2009,25.813261016591472
India - rural,,2011,26.652923567961263
India - rural,,2015,26.987707724578307
India - rural,,2016,27.07190249133573
India - rural,,2017,27.62875815188642
India - rural,,2018,27.15898733528525
India - rural,,2019,26.63060287008933
India - urban,,1977,29.23865866155665
India - urban,,1983,27.12272871241203
India - urban,,1987,29.1584021777221
India - urban,,1993,27.69939400304844
India - urban,,2004,30.21321409296584
India - urban,,2009,31.752274874061907
India - urban,,2011,31.82928474618861
India - urban,,2015,31.100968113478327
India - urban,,2016,31.102214774737508
India - urban,,2017,32.06712893734665
India - urban,,2018,27.237383390155117
India - urban,,2019,32.286748779996074
Indonesia,IDN,1984,26.97024728653895
Indonesia,IDN,1987,26.13278544724279
Indonesia,IDN,1990,26.986604998813313
Indonesia,IDN,1993,27.84967977240484
Indonesia,IDN,1996,29.6562235077566
Indonesia,IDN,1998,26.779324887275518
Indonesia,IDN,1999,27.32439489019815
Indonesia,IDN,2000,25.02871280577657
Indonesia,IDN,2001,25.62524872094123
Indonesia,IDN,2002,27.66394989326751
Indonesia,IDN,2003,27.22137043263782
Indonesia,IDN,2004,27.6668218875316
Indonesia,IDN,2005,27.988627338757986
Indonesia,IDN,2006,28.83781371881299
Indonesia,IDN,2007,29.55794464087143
Indonesia,IDN,2008,29.14343277987761
Indonesia,IDN,2009,29.40755792896287
Indonesia,IDN,2010,29.48734026992806
Indonesia,IDN,2011,32.64144599557982
Indonesia,IDN,2012,32.90158926179551
Indonesia,IDN,2013,32.920333284974376
Indonesia,IDN,2014,32.51124748308797
Indonesia,IDN,2015,32.9936513367263
Indonesia,IDN,2016,31.00816914291767
Indonesia,IDN,2017,30.177677621845422
Indonesia,IDN,2018,29.91118150392303
Indonesia,IDN,2019,29.474470625317277
Indonesia,IDN,2020,29.529450686672
Indonesia,IDN,2021,30.11689354355578
Indonesia - rural,,1984,24.00715995752849
Indonesia - rural,,1987,23.644815582421998
Indonesia - rural,,1990,22.63375052048901
Indonesia - rural,,1993,22.3645720117196
Indonesia - rural,,1996,23.53807803667206
Indonesia - rural,,1998,22.010049512557963
Indonesia - rural,,1999,21.385719297441717
Indonesia - rural,,2000,20.999388121882472
Indonesia - rural,,2001,21.15948136330069
Indonesia - rural,,2002,22.15916088559913
Indonesia - rural,,2003,21.57165292840624
Indonesia - rural,,2004,22.02263621960672
Indonesia - rural,,2005,23.69866331695048
Indonesia - rural,,2006,24.29165787765526
Indonesia - rural,,2007,24.89417986017377
Indonesia - rural,,2008,24.8247027654462
Indonesia - rural,,2009,24.7444992968662
Indonesia - rural,,2010,25.151404314124992
Indonesia - rural,,2011,27.458545515312288
Indonesia - rural,,2012,26.865837950188283
Indonesia - rural,,2013,26.14465883302996
Indonesia - rural,,2014,25.910276547230183
Indonesia - rural,,2015,27.401458686469386
Indonesia - rural,,2016,26.177375055762248
Indonesia - rural,,2017,24.77442815708547
Indonesia - rural,,2018,25.045571569570303
Indonesia - rural,,2019,24.66524191812351
Indonesia - rural,,2020,24.721347155858638
Indonesia - rural,,2021,24.61199217242763
Indonesia - urban,,1984,26.68979961271145
Indonesia - urban,,1987,26.486943729192557
Indonesia - urban,,1990,27.9996030920314
Indonesia - urban,,1993,28.606417614725498
Indonesia - urban,,1996,30.279659435718248
Indonesia - urban,,1998,27.27572721148514
Indonesia - urban,,1999,29.49664547537042
Indonesia - urban,,2000,26.26912754777324
Indonesia - urban,,2001,26.43436591668561
Indonesia - urban,,2002,28.04664007547366
Indonesia - urban,,2003,27.070296234852247
Indonesia - urban,,2004,27.46345519910463
Indonesia - urban,,2005,28.05093491432063
Indonesia - urban,,2006,28.79576943829419
Indonesia - urban,,2007,29.42090611194453
Indonesia - urban,,2008,29.19669974095414
Indonesia - urban,,2009,29.87515137238228
Indonesia - urban,,2010,29.656023197587377
Indonesia - urban,,2011,33.56466638939855
Indonesia - urban,,2012,33.72973992961957
Indonesia - urban,,2013,33.32346711255536
Indonesia - urban,,2014,33.47039740742712
Indonesia - urban,,2015,34.191496846613525
Indonesia - urban,,2016,31.67703617201546
Indonesia - urban,,2017,30.717397899471898
Indonesia - urban,,2018,30.49437246952995
Indonesia - urban,,2019,30.06701604252623
Indonesia - urban,,2020,30.159021476533983
Indonesia - urban,,2021,31.272716797076438
Iran,IRN,1986,36.856759622852344
Iran,IRN,1990,33.54633849067256
Iran,IRN,1994,33.292644889862125
Iran,IRN,1998,33.74457537121649
Iran,IRN,2005,33.31292735972633
Iran,IRN,2006,33.99347821509909
Iran,IRN,2009,31.270909216451294
Iran,IRN,2013,28.97487353411128
Iran,IRN,2014,29.798439378355653
Iran,IRN,2015,30.56015367729257
Iran,IRN,2016,30.85290812986205
Iran,IRN,2017,31.27277502554747
Iran,IRN,2018,32.49233380852613
Iran,IRN,2019,31.691524339280807
Iraq,IRQ,2006,23.6269859124459
Iraq,IRQ,2012,23.704672037014628
Ireland,IRL,1987,27.22671677991463
Ireland,IRL,1994,29.03280850888807
Ireland,IRL,1995,28.63001101875347
Ireland,IRL,1996,27.572493633156757
Ireland,IRL,2000,26.13354047694655
Ireland,IRL,2002,24.96946145055113
Ireland,IRL,2003,25.90540629722521
Ireland,IRL,2004,26.63542208788377
Ireland,IRL,2005,26.95296000893665
Ireland,IRL,2006,25.62715858661459
Ireland,IRL,2007,25.501870816313648
Ireland,IRL,2008,24.57599404299727
Ireland,IRL,2009,25.56203612344631
Ireland,IRL,2010,24.90281794411494
Ireland,IRL,2011,25.50775124278125
Ireland,IRL,2012,25.92612074959899
Ireland,IRL,2013,26.07541363438045
Ireland,IRL,2014,24.92162009389434
Ireland,IRL,2015,25.39732334100746
Ireland,IRL,2016,25.915938761629132
Ireland,IRL,2017,25.37925379658509
Ireland,IRL,2018,25.094724131463668
Israel,ISR,1979,26.907211387760032
Israel,ISR,1986,26.85037718677965
Israel,ISR,1992,26.87071599585751
Israel,ISR,1997,28.160998243041718
Israel,ISR,2001,28.74221197269879
Israel,ISR,2002,28.699555079236028
Israel,ISR,2003,29.443874171108718
Israel,ISR,2004,29.331916281467763
Israel,ISR,2005,30.433860469334267
Israel,ISR,2006,29.67863957318754
Israel,ISR,2007,29.4711649632654
Israel,ISR,2008,29.96782579858847
Israel,ISR,2009,30.478621157897578
Israel,ISR,2010,31.065181126172607
Israel,ISR,2011,29.4603474486955
Israel,ISR,2012,29.73393991217273
Israel,ISR,2013,28.92727090156417
Israel,ISR,2014,28.235332699728037
Israel,ISR,2015,28.554287806564787
Israel,ISR,2016,27.74808283252202
Israel,ISR,2017,26.95080176289224
Israel,ISR,2018,27.62486232117624
Italy,ITA,1986,24.695698785814
Italy,ITA,1987,25.4510976565664
Italy,ITA,1989,25.110493227924657
Italy,ITA,1991,24.032816901514682
Italy,ITA,1993,26.17396104125253
Italy,ITA,1995,26.156481219150052
Italy,ITA,1998,27.610878802104438
Italy,ITA,2000,26.35052542944873
Italy,ITA,2003,26.68603465924942
Italy,ITA,2004,26.316559433492593
Italy,ITA,2005,25.48502584175375
Italy,ITA,2006,25.627323559102948
Italy,ITA,2007,24.92321185075908
Italy,ITA,2008,25.67603015087293
Italy,ITA,2009,25.434350759563717
Italy,ITA,2010,26.162743115578653
Italy,ITA,2011,26.397148646317547
Italy,ITA,2012,26.423024476907198
Italy,ITA,2013,25.928011250320694
Italy,ITA,2014,25.533203353823552
Italy,ITA,2015,25.76257214327098
Italy,ITA,2016,25.96119718304333
Italy,ITA,2017,26.661868616535124
Italy,ITA,2018,25.92391200189065
Jamaica,JAM,1988,33.6637858184811
Jamaica,JAM,1990,32.051864978404474
Jamaica,JAM,1993,27.41396509781111
Jamaica,JAM,1996,32.677446665357515
Jamaica,JAM,1999,35.030796644643445
Jamaica,JAM,2002,38.01016529349585
Jamaica,JAM,2004,35.75783203395459
Japan,JPN,2008,26.147178468610534
Japan,JPN,2010,25.681098915550848
Japan,JPN,2013,26.408767728146742
Jordan,JOR,1986,28.11237515205876
Jordan,JOR,1992,34.98948115706417
Jordan,JOR,1997,29.837034505294742
Jordan,JOR,2002,29.51336697450264
Jordan,JOR,2006,27.494188504174673
Jordan,JOR,2008,26.5745282676783
Jordan,JOR,2010,27.45170006953881
Kazakhstan,KAZ,1993,24.93788798566641
Kazakhstan,KAZ,1996,26.290158480659322
Kazakhstan,KAZ,2001,27.140844695973733
Kazakhstan,KAZ,2002,26.79487986694185
Kazakhstan,KAZ,2003,25.78704995310894
Kazakhstan,KAZ,2004,25.101010886815462
Kazakhstan,KAZ,2005,29.72078078403869
Kazakhstan,KAZ,2006,24.91445624491527
Kazakhstan,KAZ,2007,24.62365094313081
Kazakhstan,KAZ,2008,23.64747210437809
Kazakhstan,KAZ,2009,23.12880823425473
Kazakhstan,KAZ,2010,23.088270205551133
Kazakhstan,KAZ,2011,22.95535060635619
Kazakhstan,KAZ,2012,22.93629243119662
Kazakhstan,KAZ,2013,22.51488119870094
Kazakhstan,KAZ,2014,22.6238666222914
Kazakhstan,KAZ,2015,22.586044117892833
Kazakhstan,KAZ,2016,22.71709540656094
Kazakhstan,KAZ,2017,22.9792506843982
Kazakhstan,KAZ,2018,23.44627286238604
Kenya,KEN,1992,47.86956246309548
Kenya,KEN,1994,33.3730125650401
Kenya,KEN,1997,36.25159937392437
Kenya,KEN,2005,36.82097279575632
Kenya,KEN,2015,31.56148317472791
Kiribati,KIR,2006,29.25184309150708
Kiribati,KIR,2019,22.85169723417659
Kosovo,OWID_KOS,2003,23.2129825961024
Kosovo,OWID_KOS,2005,24.17548682465607
Kosovo,OWID_KOS,2006,24.05180030075231
Kosovo,OWID_KOS,2009,24.97535024972386
Kosovo,OWID_KOS,2010,25.713346896268863
Kosovo,OWID_KOS,2011,22.285203082353817
Kosovo,OWID_KOS,2012,23.49217925040971
Kosovo,OWID_KOS,2013,21.94751380232497
Kosovo,OWID_KOS,2014,21.999076864166
Kosovo,OWID_KOS,2015,21.534926792616798
Kosovo,OWID_KOS,2016,21.80398090811156
Kosovo,OWID_KOS,2017,24.55945006757874
Kyrgyzstan,KGZ,1998,35.27055328174229
Kyrgyzstan,KGZ,2000,24.844450954099408
Kyrgyzstan,KGZ,2001,23.91723152506263
Kyrgyzstan,KGZ,2002,23.9847426710249
Kyrgyzstan,KGZ,2003,23.32190485742641
Kyrgyzstan,KGZ,2004,27.175714765089122
Kyrgyzstan,KGZ,2005,26.15207959236127
Kyrgyzstan,KGZ,2006,29.412322281962577
Kyrgyzstan,KGZ,2007,26.48625187513045
Kyrgyzstan,KGZ,2008,25.298528770412908
Kyrgyzstan,KGZ,2009,24.579946441403
Kyrgyzstan,KGZ,2010,24.617530086635288
Kyrgyzstan,KGZ,2011,23.49000610788952
Kyrgyzstan,KGZ,2012,23.13075842359389
Kyrgyzstan,KGZ,2013,23.84611367376342
Kyrgyzstan,KGZ,2014,22.88504253775825
Kyrgyzstan,KGZ,2015,24.77225734070999
Kyrgyzstan,KGZ,2016,22.9106676990919
Kyrgyzstan,KGZ,2017,23.280904635898008
Kyrgyzstan,KGZ,2018,23.62626180575564
Kyrgyzstan,KGZ,2019,25.82850795821811
Kyrgyzstan,KGZ,2020,24.03003479487239
Laos,LAO,1992,28.08185342752882
Laos,LAO,1997,29.111426438899603
Laos,LAO,2002,27.048149086876062
Laos,LAO,2007,29.2512940781746
Laos,LAO,2012,28.96991645646519
Laos,LAO,2018,31.247059056227062
Latvia,LVA,1993,22.06526444777486
Latvia,LVA,1995,25.09462065255701
Latvia,LVA,1996,25.655719000336852
Latvia,LVA,1997,26.65095589806315
Latvia,LVA,1998,26.2163242747483
Latvia,LVA,2002,27.494046133834697
Latvia,LVA,2003,28.46768578120948
Latvia,LVA,2004,26.97202370570541
Latvia,LVA,2005,30.02617625903387
Latvia,LVA,2006,26.79796303918936
Latvia,LVA,2007,27.72072283344721
Latvia,LVA,2008,27.439912431116483
Latvia,LVA,2009,26.70500455096277
Latvia,LVA,2010,26.22928766665464
Latvia,LVA,2011,27.335934115648193
Latvia,LVA,2012,26.565362336975568
Latvia,LVA,2013,26.80876591064889
Latvia,LVA,2014,26.65258686365153
Latvia,LVA,2015,26.16270276699657
Latvia,LVA,2016,25.78619589629812
Latvia,LVA,2017,26.90340488096103
Latvia,LVA,2018,26.897876791161817
Latvia,LVA,2019,26.633006271529418
Lebanon,LBN,2011,24.78925689343605
Lesotho,LSO,1986,43.56851990654191
Lesotho,LSO,1994,48.27369745051179
Lesotho,LSO,2002,38.28005905887716
Lesotho,LSO,2017,32.89834079490976
Liberia,LBR,2007,28.29088811851595
Liberia,LBR,2014,26.03238579457196
Liberia,LBR,2016,27.09680288667315
Lithuania,LTU,1993,27.98935642206068
Lithuania,LTU,1996,25.57901854817701
Lithuania,LTU,1998,25.176552858703822
Lithuania,LTU,1999,25.247183828830437
Lithuania,LTU,2000,24.69502931931569
Lithuania,LTU,2001,24.87122682732961
Lithuania,LTU,2002,24.86745344446517
Lithuania,LTU,2003,27.93741156633523
Lithuania,LTU,2004,27.391145730600456
Lithuania,LTU,2005,27.15994656207435
Lithuania,LTU,2006,26.7830823724256
Lithuania,LTU,2007,26.77042833596321
Lithuania,LTU,2008,28.94966013618106
Lithuania,LTU,2009,27.61228670455862
Lithuania,LTU,2010,24.79036720018532
Lithuania,LTU,2011,24.54349423150746
Lithuania,LTU,2012,26.828860994432407
Lithuania,LTU,2013,27.10732491652303
Lithuania,LTU,2014,28.910699005398687
Lithuania,LTU,2015,28.619515008731938
Lithuania,LTU,2016,29.546153492919608
Lithuania,LTU,2017,28.42622536236376
Lithuania,LTU,2018,27.15116264068621
Lithuania,LTU,2019,27.46221323084535
Luxembourg,LUX,1985,21.53678756372037
Luxembourg,LUX,1991,22.241199614103323
Luxembourg,LUX,1994,21.86445496226565
Luxembourg,LUX,1997,23.78039007771992
Luxembourg,LUX,2000,23.89431906563932
Luxembourg,LUX,2003,23.67495889304819
Luxembourg,LUX,2004,23.72167239321049
Luxembourg,LUX,2005,24.34634415905574
Luxembourg,LUX,2006,24.32713301614031
Luxembourg,LUX,2007,25.056565113487288
Luxembourg,LUX,2008,25.754998053206613
Luxembourg,LUX,2009,24.172105611962618
Luxembourg,LUX,2010,23.72705873931303
Luxembourg,LUX,2011,24.43406923697254
Luxembourg,LUX,2012,26.370885156858392
Luxembourg,LUX,2013,24.23987270080863
Luxembourg,LUX,2014,24.27870521788968
Luxembourg,LUX,2015,25.07038901256787
Luxembourg,LUX,2016,24.11344366941639
Luxembourg,LUX,2017,25.59276863217882
Luxembourg,LUX,2018,26.62727470143765
Luxembourg,LUX,2019,25.830690275949706
Madagascar,MDG,1980,37.02294326210302
Madagascar,MDG,1993,37.03966567227743
Madagascar,MDG,1997,30.14583255298658
Madagascar,MDG,1999,28.91894684072512
Madagascar,MDG,2001,36.63850744279329
Madagascar,MDG,2005,32.44397154381196
Madagascar,MDG,2010,34.306030829278576
Madagascar,MDG,2012,33.486466119228
Malawi,MWI,1997,61.491135433637176
Malawi,MWI,2004,32.83021068775841
Malawi,MWI,2010,36.85893620570065
Malawi,MWI,2016,38.093492100183155
Malawi,MWI,2019,30.976399842843673
Malaysia,MYS,1984,38.45030183340919
Malaysia,MYS,1987,36.938756908281704
Malaysia,MYS,1989,36.41095711599975
Malaysia,MYS,1992,37.01692516650732
Malaysia,MYS,1995,37.8570968428066
Malaysia,MYS,1997,38.416469835067076
Malaysia,MYS,2003,35.12368398859926
Malaysia,MYS,2006,33.84518558957179
Malaysia,MYS,2008,34.15017207526963
Malaysia,MYS,2011,33.18693983265597
Malaysia,MYS,2013,31.821602977264764
Malaysia,MYS,2015,31.273351935859388
Maldives,MDV,2002,34.83969751892236
Maldives,MDV,2009,29.94292368434418
Maldives,MDV,2016,25.17363515749812
Maldives,MDV,2019,23.28862605117905
Mali,MLI,1994,40.43909109191574
Mali,MLI,2001,30.057065112420624
Mali,MLI,2006,30.237293481702732
Mali,MLI,2009,25.67846633825041
Mali,MLI,2018,28.190942802096707
Malta,MLT,2006,22.0516823742414
Malta,MLT,2007,22.62769221575341
Malta,MLT,2008,22.483826644371472
Malta,MLT,2009,23.76060781221598
Malta,MLT,2010,22.73481344682816
Malta,MLT,2011,23.203027445570278
Malta,MLT,2012,23.44088817278748
Malta,MLT,2013,23.15389088013908
Malta,MLT,2014,23.305212984776517
Malta,MLT,2015,23.63339986362561
Malta,MLT,2016,23.12002679695683
Malta,MLT,2017,23.330831742370563
Malta,MLT,2018,22.89275895100512
Malta,MLT,2019,24.82670616547231
Marshall Islands,MHL,2019,27.52425504799982
Mauritania,MRT,1987,31.956178229759004
Mauritania,MRT,1993,42.490515495023715
Mauritania,MRT,1995,28.68938970923493
Mauritania,MRT,2000,29.540161141924997
Mauritania,MRT,2004,32.63371425562014
Mauritania,MRT,2008,26.182425446424418
Mauritania,MRT,2014,24.92960424045815
Mauritius,MUS,2006,28.749668204122298
Mauritius,MUS,2012,31.607648048998136
Mauritius,MUS,2017,29.86820272226842
Mexico,MEX,1984,37.872417952618434
Mexico,MEX,1989,40.588240802576095
Mexico,MEX,1992,42.22909047034865
Mexico,MEX,1994,42.34742445707325
Mexico,MEX,1996,42.13685953997121
Mexico,MEX,1998,40.43297204313322
Mexico,MEX,2000,42.04099260771163
Mexico,MEX,2002,39.64966693754299
Mexico,MEX,2004,39.63576238341895
Mexico,MEX,2005,39.581995070050965
Mexico,MEX,2006,38.91815194168322
Mexico,MEX,2008,39.11430447220184
Mexico,MEX,2010,37.093273501069326
Mexico,MEX,2012,38.859201617810726
Mexico,MEX,2014,39.5491378765413
Mexico,MEX,2016,37.77360006627427
Mexico,MEX,2018,37.05912388241049
Mexico,MEX,2020,35.45843100105394
Micronesia (country),FSM,2005,32.48062322163477
Micronesia (country),FSM,2013,29.721623701887722
Micronesia (country) - urban,,2000,49.34121463766144
Moldova,MDA,1997,28.105910951341478
Moldova,MDA,1998,30.12371906859591
Moldova,MDA,1999,34.359546848563824
Moldova,MDA,2000,28.45006815108536
Moldova,MDA,2001,29.770553201273543
Moldova,MDA,2002,27.53034127034406
Moldova,MDA,2003,27.69535442362583
Moldova,MDA,2004,27.6925396012715
Moldova,MDA,2005,28.36711639181929
Moldova,MDA,2006,27.37947049493267
Moldova,MDA,2007,26.78461874379957
Moldova,MDA,2008,27.11545090836426
Moldova,MDA,2009,25.030631438870397
Moldova,MDA,2010,25.43293807700751
Moldova,MDA,2011,24.5061575053357
Moldova,MDA,2012,23.60953659664975
Moldova,MDA,2013,23.26431260935472
Moldova,MDA,2014,22.09300147403443
Moldova,MDA,2015,22.5265756966328
Moldova,MDA,2016,22.69094161719984
Moldova,MDA,2017,21.66750065853019
Moldova,MDA,2018,21.95260661160533
Moldova,MDA,2019,21.98395048072177
Mongolia,MNG,1995,24.961757048804788
Mongolia,MNG,1998,22.92161639065575
Mongolia,MNG,2002,24.63418850407558
Mongolia,MNG,2007,27.755606423105373
Mongolia,MNG,2010,25.72988610050222
Mongolia,MNG,2011,26.62297476394178
Mongolia,MNG,2012,26.186320200670487
Mongolia,MNG,2014,25.47082035941201
Mongolia,MNG,2016,25.618969321167402
Mongolia,MNG,2018,25.67066813181253
Montenegro,MNE,2005,23.99612163729628
Montenegro,MNE,2006,23.225043315012588
Montenegro,MNE,2007,24.48249659145281
Montenegro,MNE,2008,24.54236701237012
Montenegro,MNE,2009,24.88135056314732
Montenegro,MNE,2010,22.64488100760199
Montenegro,MNE,2011,24.67946652381855
Montenegro,MNE,2012,24.48222029116034
Montenegro,MNE,2013,24.917363840544972
Montenegro,MNE,2014,25.72214891313191
Montenegro,MNE,2015,27.70231397402577
Montenegro,MNE,2016,27.748745003626652
Montenegro,MNE,2017,26.0378228134172
Montenegro,MNE,2018,25.95501756098159
Morocco,MAR,1984,31.84375746814323
Morocco,MAR,1990,30.67414774840371
Morocco,MAR,1998,30.84567018847697
Morocco,MAR,2000,32.133168982958246
Morocco,MAR,2006,33.10082582083797
